Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,Polarity,Datasheet link,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IQE013N04LM6,https://www.infineon.com/part/IQE013N04LM6,https://www.infineon.com/package/PG-TSON-8-4,active and preferred,IQE013N04LM6ATMA1,PG-TSON-8,PQFN 3.3x3.3 Source-Down,Industrial,40 V,205 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe013n04lm6-datasheet-en.pdf,1.6 V,1.2 V,2 V,1.35 mΩ,41 nC,0.75 ,,1.9 mΩ,20 nC,
IQE013N04LM6CG,https://www.infineon.com/part/IQE013N04LM6CG,https://www.infineon.com/package/PG-TTFN-9-1,active and preferred,IQE013N04LM6CGATMA1,PG-TTFN-9,PQFN 3.3x3.3 Source-Down,Industrial,40 V,205 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe013n04lm6cg-datasheet-en.pdf,1.6 V,1.2 V,2 V,1.35 mΩ,41 nC,0.75 ,,1.9 mΩ,20 nC,
IPT010N08NM5,https://www.infineon.com/part/IPT010N08NM5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT010N08NM5ATMA1,PG-HSOF-8,TOLL,Industrial,80 V,425 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt010n08nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.05 mΩ,178 nC,2.89 ,,,,
IPP026N10NF2S,https://www.infineon.com/part/IPP026N10NF2S,,active and preferred,IPP026N10NF2SAKMA1,PG-TO220-3,TO220,Standard,100 V,184 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp026n10nf2s-datasheet-en.pdf,3 V,2.2 V,3.8 V,2.6 mΩ,103 nC,1.54 ,,,,
ISC007N04NM6,https://www.infineon.com/part/ISC007N04NM6,https://www.infineon.com/package/PG-TDSON-8-35,active and preferred,ISC007N04NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,381 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc007n04nm6-datasheet-en.pdf,2.3 V,1.8 V,2.8 V,0.7 mΩ,94 nC,0.89 ,,,,
ISC010N04NM6,https://www.infineon.com/part/ISC010N04NM6,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC010N04NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,285 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc010n04nm6-datasheet-en.pdf,2.3 V,1.8 V,2.8 V,1 mΩ,67 nC,0.68 ,,,,
IST011N06NM5,https://www.infineon.com/part/IST011N06NM5,https://www.infineon.com/package/PG-HSOF-5-4,active and preferred,IST011N06NM5AUMA1,PG-HSOF-5,sTOLL,Industrial,60 V,399 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ist011n06nm5-datasheet-en.pdf,,2.1 V,3.3 V,1.1 mΩ,110 nC,1.72 ,,,,
IST026N10NM5,https://www.infineon.com/part/IST026N10NM5,https://www.infineon.com/package/PG-HSOF-5-4,active and preferred,IST026N10NM5AUMA1,PG-HSOF-5,sTOLL,Industrial,100 V,248 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ist026n10nm5-datasheet-en.pdf,,2.2 V,3.8 V,2.6 mΩ,89 nC,1.44 ,,,,
IPTC019N10NM5,https://www.infineon.com/part/IPTC019N10NM5,https://www.infineon.com/package/PG-HDSOP-16-2,active and preferred,IPTC019N10NM5ATMA1,PG-HDSOP-16,TOLT,Industrial,100 V,279 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptc019n10nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.9 mΩ,128 nC,1.74 ,,,,
IPTG014N10NM5,https://www.infineon.com/part/IPTG014N10NM5,https://www.infineon.com/package/PG-HSOG-8-1,active and preferred,IPTG014N10NM5ATMA1,PG-HSOG-8,TOLG,Industrial,100 V,366 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptg014n10nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.4 mΩ,169 nC,2.02 ,,,,
IPTC014N08NM5,https://www.infineon.com/part/IPTC014N08NM5,https://www.infineon.com/package/PG-HDSOP-16-2,active and preferred,IPTC014N08NM5ATMA1,PG-HDSOP-16,TOLT,Industrial,80 V,330 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptc014n08nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.4 mΩ,144 nC,1.88 ,,,,
IPT014N08NM5,https://www.infineon.com/part/IPT014N08NM5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT014N08NM5ATMA1,PG-HSOF-8,TOLL,Industrial,80 V,331 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt014n08nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.4 mΩ,160 nC,1.55 ,,,,
ISC0702NLS,https://www.infineon.com/part/ISC0702NLS,https://www.infineon.com/package/PG-TDSON-8-46,active and preferred,ISC0702NLSATMA1,PG-TDSON-8,SuperSO8 5x6,Standard,60 V,135 A,"
OptiMOS™ 5",N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc0702nls-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,2.8 mΩ,42 nC,0.52 ,,3.5 mΩ,21 nC,
ISC012N04LM6,https://www.infineon.com/part/ISC012N04LM6,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC012N04LM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,238 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc012n04lm6-datasheet-en.pdf,1.6 V,1.3 V,2.3 V,1.2 mΩ,51 nC,0.72 ,,1.7 mΩ,25 nC,
IPTG025N10NM5,https://www.infineon.com/part/IPTG025N10NM5,https://www.infineon.com/package/PG-HSOG-8-1,active and preferred,IPTG025N10NM5ATMA1,PG-HSOG-8,TOLG,Industrial,100 V,206 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptg025n10nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,2.5 mΩ,96 nC,1.78 ,,,,
IPTG018N10NM5,https://www.infineon.com/part/IPTG018N10NM5,https://www.infineon.com/package/PG-HSOG-8-1,active and preferred,IPTG018N10NM5ATMA1,PG-HSOG-8,TOLG,Industrial,100 V,273 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptg018n10nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.8 mΩ,122 nC,1.69 ,,,,
IPA082N10NF2S,https://www.infineon.com/part/IPA082N10NF2S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA082N10NF2SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,100 V,46 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa082n10nf2s-datasheet-en.pdf,3 V,2.2 V,3.8 V,8.2 mΩ,28 nC,0.57 ,,,,
IPA030N10NF2S,https://www.infineon.com/part/IPA030N10NF2S,https://www.infineon.com/package/PG-TO220-3-312,active and preferred,IPA030N10NF2SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,100 V,83 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa030n10nf2s-datasheet-en.pdf,3 V,2.2 V,3.8 V,3 mΩ,103 nC,1.43 ,,,,
IQE008N03LM5,https://www.infineon.com/part/IQE008N03LM5,https://www.infineon.com/package/PG-TSON-8-4,active and preferred,IQE008N03LM5ATMA1,PG-TSON-8,PQFN 3.3x3.3 Source-Down,Industrial,30 V,253 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe008n03lm5-datasheet-en.pdf,1.6 V,1.2 V,2 V,0.85 mΩ,64 nC,0.78 ,,1.4 mΩ,30 nC,
IQE030N06NM5,https://www.infineon.com/part/IQE030N06NM5,https://www.infineon.com/package/PG-TSON-8-4,active and preferred,IQE030N06NM5ATMA1,PG-TSON-8,PQFN 3.3x3.3 Source-Down,Industrial,60 V,137 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe030n06nm5-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,3 mΩ,39 nC,0.88 ,,,,
IQE008N03LM5CG,https://www.infineon.com/part/IQE008N03LM5CG,https://www.infineon.com/package/PG-TTFN-9-1,active and preferred,IQE008N03LM5CGATMA1,PG-TTFN-9,PQFN 3.3x3.3 Source-Down,Industrial,30 V,253 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe008n03lm5cg-datasheet-en.pdf,1.6 V,1.2 V,2 V,0.85 mΩ,64 nC,0.78 ,,1.4 mΩ,30 nC,
IQE050N08NM5,https://www.infineon.com/part/IQE050N08NM5,https://www.infineon.com/package/PG-TSON-8-4,active and preferred,IQE050N08NM5ATMA1,PG-TSON-8,PQFN 3.3x3.3 Source-Down,Industrial,80 V,101 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe050n08nm5-datasheet-en.pdf,3 V,2.2 V,3.8 V,5 mΩ,34.6 nC,0.94 ,,,,
IQE050N08NM5CG,https://www.infineon.com/part/IQE050N08NM5CG,https://www.infineon.com/package/PG-TTFN-9-1,active and preferred,IQE050N08NM5CGATMA1,PG-TTFN-9,PQFN 3.3x3.3 Source-Down,Industrial,80 V,101 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe050n08nm5cg-datasheet-en.pdf,3 V,2.2 V,3.8 V,5 mΩ,34.6 nC,0.94 ,,,,
ISC009N06LM5,https://www.infineon.com/part/ISC009N06LM5,https://www.infineon.com/package/PG-TSON-8-3,active and preferred,ISC009N06LM5ATMA1,PG-TSON-8,SuperSO8 FL,Industrial,60 V,348 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc009n06lm5-datasheet-en.pdf,,1.1 V,2.3 V,0.9 mΩ,157 nC,1.65 ,,1.1 mΩ,77 nC,
ISC011N06LM5,https://www.infineon.com/part/ISC011N06LM5,https://www.infineon.com/package/PG-TDSON-8-17,active and preferred,ISC011N06LM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,60 V,295 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc011n06lm5-datasheet-en.pdf,,1.1 V,2.3 V,1.15 mΩ,127 nC,1.42 ,,1.45 mΩ,63 nC,
ISZ034N06LM5,https://www.infineon.com/part/ISZ034N06LM5,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,ISZ034N06LM5ATMA1,PG-TSDSON-8,PQFN 3.3 x 3.3,Industrial,60 V,112 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isz034n06lm5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,3.4 mΩ,40 nC,0.64 ,,4.2 mΩ,20 nC,
IPT008N06NM5LF,https://www.infineon.com/part/IPT008N06NM5LF,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT008N06NM5LFATMA1,PG-HSOF-8,TOLL,Industrial,60 V,454 A,OptiMOS™ 5 LF,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt008n06nm5lf-datasheet-en.pdf,3.1 V,2.4 V,3.6 V,0.8 mΩ,185 nC,2.79 ,,,,
IPT013N08NM5LF,https://www.infineon.com/part/IPT013N08NM5LF,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT013N08NM5LFATMA1,PG-HSOF-8,TOLL,Industrial,80 V,333 A,OptiMOS™ 5 LF,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt013n08nm5lf-datasheet-en.pdf,3.3 V,2.5 V,4.1 V,1.3 mΩ,158 nC,2.55 ,,,,
ISC022N10NM6,https://www.infineon.com/part/ISC022N10NM6,https://www.infineon.com/package/PG-TSON-8-3,active and preferred,ISC022N10NM6ATMA1,PG-TSON-8,SuperSO8 FL,Industrial,100 V,230 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc022n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,2.24 mΩ,73 nC,2.18 ,,,,
ISC027N10NM6,https://www.infineon.com/part/ISC027N10NM6,,active and preferred,ISC027N10NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,100 V,192 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc027n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,2.7 mΩ,58 nC,1.49 ,,,,
ISC030N10NM6,https://www.infineon.com/part/ISC030N10NM6,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC030N10NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,100 V,179 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc030n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,3 mΩ,55 nC,1.29 ,,,,
ISC060N10NM6,https://www.infineon.com/part/ISC060N10NM6,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC060N10NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,100 V,97 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc060n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,6 mΩ,26 nC,0.8 ,,,,
ISC080N10NM6,https://www.infineon.com/part/ISC080N10NM6,,active and preferred,ISC080N10NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,100 V,75 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc080n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,8.05 mΩ,19 nC,0.59 ,,,,
ISC230N10NM6,https://www.infineon.com/part/ISC230N10NM6,https://www.infineon.com/package/PG-TDSON-8-37,active and preferred,ISC230N10NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,100 V,31 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc230n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,23 mΩ,7.4 nC,0.35 ,,,,
ISZ080N10NM6,https://www.infineon.com/part/ISZ080N10NM6,https://www.infineon.com/package/PG-TSDSON-8-34,active and preferred,ISZ080N10NM6ATMA1,PG-TSDSON-8,PQFN 3.3 x 3.3,Industrial,100 V,75 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isz080n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,8.04 mΩ,19 nC,0.57 ,,,,
ISZ230N10NM6,https://www.infineon.com/part/ISZ230N10NM6,https://www.infineon.com/package/PG-TSDSON-8-25,active and preferred,ISZ230N10NM6ATMA1,PG-TSDSON-8,PQFN 3.3 x 3.3,Industrial,100 V,31 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isz230n10nm6-datasheet-en.pdf,2.8 V,2.3 V,3.3 V,23 mΩ,7.4 nC,0.39 ,,,,
ISC010N06NM5,https://www.infineon.com/part/ISC010N06NM5,https://www.infineon.com/package/PG-TSON-8-3,active and preferred,ISC010N06NM5ATMA1,PG-TSON-8,SuperSO8 FL,Industrial,60 V,330 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc010n06nm5-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.05 mΩ,115 nC,1.59 ,,,,
ISC012N04NM6,https://www.infineon.com/part/ISC012N04NM6,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC012N04NM6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,232 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc012n04nm6-datasheet-en.pdf,2.3 V,1.8 V,2.8 V,1.2 mΩ,51 nC,0.58 ,,,,
IPT054N15N5,https://www.infineon.com/part/IPT054N15N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT054N15N5ATMA1,PG-HSOF-8,TOLL,Industrial,150 V,143 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt054n15n5-datasheet-en.pdf,3.8 V,3 V,4.6 V,5.4 mΩ,55 nC,1.76 ,,,,
IPT044N15N5,https://www.infineon.com/part/IPT044N15N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT044N15N5ATMA1,PG-HSOF-8,TOLL,Industrial,150 V,174 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt044n15n5-datasheet-en.pdf,3.8 V,3 V,4.6 V,4.4 mΩ,67 nC,1.89 ,,,,
IPT063N15N5,https://www.infineon.com/part/IPT063N15N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT063N15N5ATMA1,PG-HSOF-8,TOLL,Industrial,150 V,122 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt063n15n5-datasheet-en.pdf,3.8 V,3 V,4.6 V,6.3 mΩ,47 nC,1.62 ,,,,
IPT039N15N5,https://www.infineon.com/part/IPT039N15N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT039N15N5ATMA1,PG-HSOF-8,TOLL,Industrial,150 V,190 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt039n15n5-datasheet-en.pdf,3.8 V,3 V,4.6 V,3.9 mΩ,78 nC,2.16 ,,,,
ISK036N03LM5,https://www.infineon.com/part/ISK036N03LM5,https://www.infineon.com/package/PG-VSON-6-1,active and preferred,ISK036N03LM5ATSA1,PG-VSON-6,PQFN 2 x 2,Industrial,30 V,44 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isk036n03lm5-datasheet-en.pdf,1.6 V,1.2 V,2 V,3.6 mΩ,16.2 nC,0.23 ,,4.6 mΩ,7.7 nC,
IPP014N06NF2S,https://www.infineon.com/part/IPP014N06NF2S,,active and preferred,IPP014N06NF2SAKMA2,PG-TO220-3,TO220,Standard,60 V,198 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp014n06nf2s-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.4 mΩ,203 nC,1.45 ,,,,
IPP016N06NF2S,https://www.infineon.com/part/IPP016N06NF2S,,active and preferred,IPP016N06NF2SAKMA1,PG-TO220-3,TO220,Standard,60 V,194 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp016n06nf2s-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.6 mΩ,155 nC,0.73 ,,,,
IPP019N06NF2S,https://www.infineon.com/part/IPP019N06NF2S,,active and preferred,IPP019N06NF2SAKMA1,PG-TO220-3,TO220,Standard,60 V,185 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp019n06nf2s-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.9 mΩ,108 nC,0.75 ,,,,
IPP030N06NF2S,https://www.infineon.com/part/IPP030N06NF2S,,active and preferred,IPP030N06NF2SAKMA1,PG-TO220-3,TO220,Standard,60 V,119 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp030n06nf2s-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,3.05 mΩ,68 nC,0.45 ,,,,
IPP040N06NF2S,https://www.infineon.com/part/IPP040N06NF2S,,active and preferred,IPP040N06NF2SAKMA1,PG-TO220-3,TO220,Standard,60 V,109 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp040n06nf2s-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,4 mΩ,45 nC,0.41 ,,,,
IPD052N10NF2S,https://www.infineon.com/part/IPD052N10NF2S,https://www.infineon.com/package/PG-TO252-3-32,active and preferred,IPD052N10NF2SATMA1,PG-TO252-3,DPAK,Standard,100 V,118 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd052n10nf2s-datasheet-en.pdf,3 V,2.2 V,3.8 V,5.2 mΩ,51 nC,0.66 ,,,,
IPD130N10NF2S,https://www.infineon.com/part/IPD130N10NF2S,https://www.infineon.com/package/PG-TO252-3-32,active and preferred,IPD130N10NF2SATMA1,PG-TO252-3,DPAK,Standard,100 V,52 A,StrongIRFET™ 2,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd130n10nf2s-datasheet-en.pdf,3 V,2.2 V,3.8 V,13 mΩ,18.6 nC,0.37 ,,,,
IQE006NE2LM5CGSC,https://www.infineon.com/part/IQE006NE2LM5CGSC,https://www.infineon.com/package/PG-WHTFN-9-1,active and preferred,IQE006NE2LM5CGSCATMA1,PG-WHTFN-9,PQFN 3.3x3.3 Source-Down DSC,Industrial,25 V,310 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe006ne2lm5cgsc-datasheet-en.pdf,1.6 V,1.2 V,2 V,0.58 mΩ,62 nC,1 ,,0.75 mΩ,29 nC,
IQE006NE2LM5SC,https://www.infineon.com/part/IQE006NE2LM5SC,https://www.infineon.com/package/PG-WHSON-8-1,active and preferred,IQE006NE2LM5SCATMA1,PG-WHSON-8,PQFN 3.3x3.3 Source-Down DSC,Industrial,25 V,310 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe006ne2lm5sc-datasheet-en.pdf,1.6 V,1.2 V,2 V,0.58 mΩ,62 nC,0.8 ,,0.75 mΩ,29 nC,
IQE013N04LM6CGSC,https://www.infineon.com/part/IQE013N04LM6CGSC,https://www.infineon.com/package/PG-WHTFN-9-1,active and preferred,IQE013N04LM6CGSCATMA1,PG-WHTFN-9,PQFN 3.3x3.3 Source-Down DSC,Industrial,40 V,205 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe013n04lm6cgsc-datasheet-en.pdf,1.6 V,1.2 V,2 V,1.35 mΩ,41 nC,1.02 ,,1.9 mΩ,20 nC,
IQE013N04LM6SC,https://www.infineon.com/part/IQE013N04LM6SC,https://www.infineon.com/package/PG-WHSON-8-1,active and preferred,IQE013N04LM6SCATMA1,PG-WHSON-8,PQFN 3.3x3.3 Source-Down DSC,Industrial,40 V,205 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe013n04lm6sc-datasheet-en.pdf,1.6 V,1.2 V,2 V,1.35 mΩ,41 nC,0.81 ,,1.9 mΩ,20 nC,
IQE030N06NM5CGSC,https://www.infineon.com/part/IQE030N06NM5CGSC,https://www.infineon.com/package/PG-WHTFN-9-1,active and preferred,IQE030N06NM5CGSCATMA1,PG-WHTFN-9,PQFN 3.3x3.3 Source-Down DSC,Industrial,60 V,132 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe030n06nm5cgsc-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,3 mΩ,39 nC,0.95 ,,,,
IQE050N08NM5CGSC,https://www.infineon.com/part/IQE050N08NM5CGSC,https://www.infineon.com/package/PG-WHTFN-9-1,active and preferred,IQE050N08NM5CGSCATMA1,PG-WHTFN-9,PQFN 3.3x3.3 Source-Down DSC,Industrial,80 V,99 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe050n08nm5cgsc-datasheet-en.pdf,3 V,2.2 V,3.8 V,5 mΩ,35 nC,0.95 ,,,,
IQE050N08NM5SC,https://www.infineon.com/part/IQE050N08NM5SC,https://www.infineon.com/package/PG-WHSON-8-1,active and preferred,IQE050N08NM5SCATMA1,PG-WHSON-8,PQFN 3.3x3.3 Source-Down DSC,Industrial,80 V,99 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe050n08nm5sc-datasheet-en.pdf,3 V,2.2 V,3.8 V,5 mΩ,35 nC,0.95 ,,,,
IPTC044N15NM5,https://www.infineon.com/part/IPTC044N15NM5,https://www.infineon.com/package/PG-HDSOP-16-2,active and preferred,IPTC044N15NM5ATMA1,PG-HDSOP-16,TOLT,Industrial,150 V,174 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptc044n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,4.4 mΩ,71 nC,2.3 ,,,,
IPTG044N15NM5,https://www.infineon.com/part/IPTG044N15NM5,https://www.infineon.com/package/PG-HSOG-8-1,active and preferred,IPTG044N15NM5ATMA1,PG-HSOG-8,TOLG,Industrial,150 V,174 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptg044n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,4.4 mΩ,71 nC,2.23 ,,,,
IPTC054N15NM5,https://www.infineon.com/part/IPTC054N15NM5,https://www.infineon.com/package/PG-HDSOP-16-2,active and preferred,IPTC054N15NM5ATMA1,PG-HDSOP-16,TOLT,Industrial,150 V,143 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptc054n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,5.4 mΩ,58 nC,2.14 ,,,,
IPTG054N15NM5,https://www.infineon.com/part/IPTG054N15NM5,https://www.infineon.com/package/PG-HSOG-8-1,active and preferred,IPTG054N15NM5ATMA1,PG-HSOG-8,TOLG,Industrial,150 V,143 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptg054n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,5.4 mΩ,58 nC,2.08 ,,,,
IPTC063N15NM5,https://www.infineon.com/part/IPTC063N15NM5,https://www.infineon.com/package/PG-HDSOP-16-2,active and preferred,IPTC063N15NM5ATMA1,PG-HDSOP-16,TOLT,Industrial,150 V,122 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptc063n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,6.3 mΩ,50 nC,1.99 ,,,,
IPTG063N15NM5,https://www.infineon.com/part/IPTG063N15NM5,https://www.infineon.com/package/PG-HSOG-8-1,active and preferred,IPTG063N15NM5ATMA1,PG-HSOG-8,TOLG,Industrial,150 V,122 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptg063n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,6.3 mΩ,50 nC,1.92 ,,,,
IPTC039N15NM5,https://www.infineon.com/part/IPTC039N15NM5,https://www.infineon.com/package/PG-HDSOP-16-2,active and preferred,IPTC039N15NM5ATMA1,PG-HDSOP-16,TOLT,Industrial,150 V,190 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iptc039n15nm5-datasheet-en.pdf,3.8 V,3 V,4.6 V,3.9 mΩ,74 nC,2.61 ,,,,
