Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,Polarity,Datasheet link,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
BSZ146N10LS5,https://www.infineon.com/part/BSZ146N10LS5,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ146N10LS5ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,100 V,40 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz146n10ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,14.6 mΩ,15 nC,0.42 ,,20.8 mΩ,7.6 nC,
BSZ040N06LS5,https://www.infineon.com/part/BSZ040N06LS5,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ040N06LS5ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,60 V,101 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz040n06ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,4 mΩ,,0.39 ,,5.6 mΩ,18 nC,
BSZ065N06LS5,https://www.infineon.com/part/BSZ065N06LS5,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ065N06LS5ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,60 V,65 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz065n06ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,6.5 mΩ,,0.29 ,,9.4 mΩ,10 nC,
BSZ096N10LS5,https://www.infineon.com/part/BSZ096N10LS5,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ096N10LS5ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,100 V,62 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz096n10ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,9.6 mΩ,22 nC,0.54 ,,13.5 mΩ,12 nC,
BSZ070N08LS5,https://www.infineon.com/part/BSZ070N08LS5,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ070N08LS5ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,80 V,40 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz070n08ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,7 mΩ,,0.53 ,,9.4 mΩ,14.1 nC,
BSZ099N06LS5,https://www.infineon.com/part/BSZ099N06LS5,https://www.infineon.com/package/PG-TSDSON-8-25,active and preferred,BSZ099N06LS5ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,60 V,46 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz099n06ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,9.9 mΩ,,0.25 ,,14 mΩ,6.9 nC,
BSC027N06LS5,https://www.infineon.com/part/BSC027N06LS5,https://www.infineon.com/package/PG-TDSON-8-7,active and preferred,BSC027N06LS5ATMA1,PG-TDSON-8,SuperSO8,,60 V,134 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc027n06ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,2.7 mΩ,,0.63 ,,3.9 mΩ,24 nC,
IPB024N10N5,https://www.infineon.com/part/IPB024N10N5,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB024N10N5ATMA1,PG-TO263-7,D2PAK 7-pin,Industrial,100 V,180 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb024n10n5-datasheet-en.pdf,3 V,2.2 V,3.8 V,2.4 mΩ,111 nC,1.55 ,,,,
IRL80HS120,https://www.infineon.com/part/IRL80HS120,https://www.infineon.com/package/PG-TSDSON-6-900,active and preferred,IRL80HS120,PG-TSDSON-6,PQFN 2 x 2,Standard,80 V,12.5 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-irl80hs120-datasheet-en.pdf,1.7 V,1.2 V,2 V,32 mΩ,,0.25 ,,42 mΩ,4.7 nC,
IRL60HS118,https://www.infineon.com/part/IRL60HS118,https://www.infineon.com/package/PG-TSDSON-6-900,active and preferred,IRL60HS118,PG-TSDSON-6,PQFN 2 x 2,Standard,60 V,18.5 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-irl60hs118-datasheet-en.pdf,1.7 V,1.2 V,2.3 V,17 mΩ,,0.3 ,,23.5 mΩ,5.3 nC,
IPB017N10N5LF,https://www.infineon.com/part/IPB017N10N5LF,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB017N10N5LFATMA1,PG-TO263-7,D2PAK 7-pin,Industrial,100 V,180 A,OptiMOS™ 5 LF,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb017n10n5lf-datasheet-en.pdf,3.3 V,2.5 V,4.1 V,1.7 mΩ,195 nC,2.64 ,,,,
IPB020N10N5LF,https://www.infineon.com/part/IPB020N10N5LF,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB020N10N5LFATMA1,PG-TO263-3,D2PAK,Industrial,100 V,120 A,OptiMOS™ 5 LF,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb020n10n5lf-datasheet-en.pdf,3.3 V,2.5 V,4.1 V,2 mΩ,195 nC,2.29 ,,,,
IPB033N10N5LF,https://www.infineon.com/part/IPB033N10N5LF,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB033N10N5LFATMA1,PG-TO263-3,D2PAK,Industrial,100 V,120 A,OptiMOS™ 5 LF,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb033n10n5lf-datasheet-en.pdf,3.3 V,2.5 V,4.1 V,3.3 mΩ,102 nC,1.87 ,,,,
IPT012N06N,https://www.infineon.com/part/IPT012N06N,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT012N06NATMA1,PG-HSOF-8,TOLL,Industrial,60 V,313 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt012n06n-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.2 mΩ,106 nC,1.96 ,,,,
IPB060N15N5,https://www.infineon.com/part/IPB060N15N5,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB060N15N5ATMA1,PG-TO263-7,D2PAK 7-pin,Industrial,150 V,136 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb060n15n5-ds-en.pdf,3.8 V,3 V,4.6 V,6 mΩ,54.5 nC,1.87 ,,,,
IPP039N10N5,https://www.infineon.com/part/IPP039N10N5,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP039N10N5AKSA1,PG-TO220-3,TO220,Industrial,100 V,100 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp039n10n5-ds-en.pdf,3 V,2.2 V,3.8 V,3.9 mΩ,76 nC,1.37 ,,,,
IPD050N10N5,https://www.infineon.com/part/IPD050N10N5,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD050N10N5ATMA1,PG-TO252-3,DPAK,Industrial,100 V,80 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd050n10n5-ds-en.pdf,3 V,2.2 V,3.8 V,5 mΩ,51 nC,0.82 ,,,,
IPB048N15N5LF,https://www.infineon.com/part/IPB048N15N5LF,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB048N15N5LFATMA1,PG-TO263-3,D2PAK,Industrial,150 V,120 A,OptiMOS™ 5 LF,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb048n15n5lf-datasheet-en.pdf,4.1 V,3.3 V,4.9 V,4.8 mΩ,84 nC,2.67 ,,,,
IPD033N06N,https://www.infineon.com/part/IPD033N06N,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD033N06NATMA1,PG-TO252-3,DPAK,Industrial,60 V,90 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd033n06n-ds-en.pdf,2.8 V,2.1 V,3.3 V,3.3 mΩ,38 nC,0.63 ,,,,
BSC094N06LS5,https://www.infineon.com/part/BSC094N06LS5,https://www.infineon.com/package/PG-TDSON-8-6,active and preferred,BSC094N06LS5ATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,60 V,47 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc094n06ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,9.4 mΩ,,0.26 ,,13.4 mΩ,7 nC,
BSC065N06LS5,https://www.infineon.com/part/BSC065N06LS5,https://www.infineon.com/package/PG-TDSON-8-6,active and preferred,BSC065N06LS5ATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,60 V,64 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc065n06ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,6.5 mΩ,,0.36 ,,9.2 mΩ,10 nC,
BSC019N06NS,https://www.infineon.com/part/BSC019N06NS,https://www.infineon.com/package/PG-TDSON-8-17,active and preferred,BSC019N06NSATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,60 V,192 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc019n06ns-datasheet-en.pdf,2.8 V,,,1.95 mΩ,58 nC,0.67 ,,,,
IRF100P218,https://www.infineon.com/part/IRF100P218,https://www.infineon.com/package/PG-TO247-3-901,active and preferred,IRF100P218AKMA1,PG-TO247-3,TO247,Industrial,100 V,483 A,StrongIRFET™,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-irf100p218-datasheet-en.pdf,,,,1.28 mΩ,330 nC,3.12 ,,,,
IRF100P219,https://www.infineon.com/part/IRF100P219,https://www.infineon.com/package/PG-TO247-3-901,active and preferred,IRF100P219AKMA1,PG-TO247-3,TO247,Industrial,100 V,316 A,StrongIRFET™,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-irf100p219-datasheet-en.pdf,,,,1.7 mΩ,168 nC,2.06 ,,,,
IRF150P220,https://www.infineon.com/part/IRF150P220,https://www.infineon.com/package/PG-TO247-3-901,active and preferred,IRF150P220AKMA1,PG-TO247-3,TO247,Industrial,150 V,203 A,StrongIRFET™,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-irf150p220-datasheet-en.pdf,,3 V,4.6 V,2.7 mΩ,160 nC,4.06 ,,,,
IRF150P221,https://www.infineon.com/part/IRF150P221,https://www.infineon.com/package/PG-TO247-3-901,active and preferred,IRF150P221AKMA1,PG-TO247-3,TO247,Industrial,150 V,186 A,StrongIRFET™,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-irf150p221-datasheet-en.pdf,,3 V,4.6 V,4.5 mΩ,80 nC,2.64 ,,,,
BSZ021N04LS6,https://www.infineon.com/part/BSZ021N04LS6,https://www.infineon.com/package/PG-TSDSON-8-34,active and preferred,BSZ021N04LS6ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,40 V,147 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz021n04ls6-datasheet-en.pdf,1.7 V,1.3 V,2.3 V,2.1 mΩ,31 nC,0.52 ,,3 mΩ,15 nC,
BSC012N06NS,https://www.infineon.com/part/BSC012N06NS,https://www.infineon.com/package/PG-TSON-8-3,active and preferred,BSC012N06NSATMA1,PG-TSON-8,SuperSO8 FL,Industrial,60 V,306 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc012n06ns-datasheet-en.pdf,2.8 V,,,1.2 mΩ,115 nC,1.52 ,,,,
BSC007N04LS6,https://www.infineon.com/part/BSC007N04LS6,https://www.infineon.com/package/PG-TDSON-8-35,active and preferred,BSC007N04LS6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,381 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc007n04ls6-datasheet-en.pdf,1.62 V,1.3 V,2.3 V,0.7 mΩ,94 nC,1.29 ,,1 mΩ,45 nC,
BSC010N04LS6,https://www.infineon.com/part/BSC010N04LS6,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,BSC010N04LS6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,285 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc010n04ls6-datasheet-en.pdf,1.64 V,1.3 V,2.3 V,1 mΩ,67 nC,0.69 ,,1.4 mΩ,32 nC,
BSC022N04LS6,https://www.infineon.com/part/BSC022N04LS6,https://www.infineon.com/package/PG-TDSON-8-37,active and preferred,BSC022N04LS6ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,139 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc022n04ls6-datasheet-en.pdf,1.7 V,1.3 V,2.3 V,2.2 mΩ,28 nC,0.46 ,,3.2 mΩ,13.5 nC,
BSC059N04LS6,https://www.infineon.com/part/BSC059N04LS6,https://www.infineon.com/package/PG-TDSON-8-6,active and preferred,BSC059N04LS6ATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,40 V,59 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc059n04ls6-datasheet-en.pdf,1.78 V,1.3 V,2.3 V,5.9 mΩ,9.4 nC,0.27 ,,8.4 mΩ,4.6 nC,
BSZ024N04LS6,https://www.infineon.com/part/BSZ024N04LS6,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ024N04LS6ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,40 V,130 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz024n04ls6-datasheet-en.pdf,1.7 V,1.3 V,2.3 V,2.4 mΩ,25 nC,0.41 ,,3.4 mΩ,12.3 nC,
BSZ063N04LS6,https://www.infineon.com/part/BSZ063N04LS6,https://www.infineon.com/package/PG-TSDSON-8-25,active and preferred,BSZ063N04LS6ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,40 V,40 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz063n04ls6-datasheet-en.pdf,1.78 V,1.3 V,2.3 V,6.3 mΩ,9.5 nC,0.27 ,,8.8 mΩ,4.6 nC,
BSC072N04LD,https://www.infineon.com/part/BSC072N04LD,https://www.infineon.com/package/PG-TDSON-8-4,active and preferred,BSC072N04LDATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,40 V,20 A,OptiMOS™ 3,N+N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc072n04ld-ds-en.pdf,1.7 V,,,7.2 mΩ,39 nC,0.4 ,,9.2 mΩ,,
BSC076N04ND,https://www.infineon.com/part/BSC076N04ND,https://www.infineon.com/package/PG-TDSON-8-4,active and preferred,BSC076N04NDATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,40 V,20 A,OptiMOS™ 3,N+N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc076n04nd-ds-en.pdf,3 V,,,7.6 mΩ,28 nC,0.48 ,,,,
BSC155N06ND,https://www.infineon.com/part/BSC155N06ND,https://www.infineon.com/package/PG-TDSON-8-4,active and preferred,BSC155N06NDATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,60 V,42 A,OptiMOS™ 3,N+N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc155n06nd-datasheet-en.pdf,3 V,,,15.5 mΩ,21 nC,0.38 ,,,,
BSZ018N04LS6,https://www.infineon.com/part/BSZ018N04LS6,https://www.infineon.com/package/PG-TSDSON-8-26,active and preferred,BSZ018N04LS6ATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,40 V,158 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz018n04ls6-datasheet-en.pdf,1.7 V,1.3 V,2.3 V,1.8 mΩ,31 nC,0.52 ,,2.7 mΩ,15 nC,
BSZ011NE2LS5I,https://www.infineon.com/part/BSZ011NE2LS5I,https://www.infineon.com/package/PG-TSDSON-8-34,active and preferred,BSZ011NE2LS5IATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,25 V,202 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz011ne2ls5i-datasheet-en.pdf,1.77 V,1.2 V,2 V,1.1 mΩ,37 nC,0.59 ,,1.5 mΩ,17 nC,
IPT019N08N5,https://www.infineon.com/part/IPT019N08N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT019N08N5ATMA1,PG-HSOF-8,TOLL,Industrial,80 V,247 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt019n08n5-datasheet-en.pdf,3 V,2.2 V,3.8 V,1.9 mΩ,101 nC,1.43 ,,,,
IPT020N10N5,https://www.infineon.com/part/IPT020N10N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT020N10N5ATMA1,PG-HSOF-8,TOLL,Industrial,100 V,260 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt020n10n5-datasheet-en.pdf,3 V,2.2 V,3.8 V,2 mΩ,122 nC,1.54 ,,,,
IPT026N10N5,https://www.infineon.com/part/IPT026N10N5,https://www.infineon.com/package/PG-HSOF-8-1,active and preferred,IPT026N10N5ATMA1,PG-HSOF-8,TOLL,Industrial,100 V,202 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt026n10n5-ds-en.pdf,3 V,2.2 V,3.8 V,2.6 mΩ,96 nC,1.4 ,,,,
BSC025N08LS5,https://www.infineon.com/part/BSC025N08LS5,https://www.infineon.com/package/PG-TDSON-8-7,active and preferred,BSC025N08LS5ATMA1,PG-TDSON-8,SuperSO8,Industrial,80 V,187 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc025n08ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,2.5 mΩ,,0.95 ,,3.3 mΩ,44 nC,
BSC034N10LS5,https://www.infineon.com/part/BSC034N10LS5,https://www.infineon.com/package/PG-TDSON-8-7,active and preferred,BSC034N10LS5ATMA1,PG-TDSON-8,SuperSO8,Industrial,100 V,156 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc034n10ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,3.4 mΩ,,1.11 ,,4.6 mΩ,37 nC,
BSC146N10LS5,https://www.infineon.com/part/BSC146N10LS5,https://www.infineon.com/package/PG-TDSON-8-45,active and preferred,BSC146N10LS5ATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,100 V,44 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc146n10ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,14.6 mΩ,,0.43 ,,20.8 mΩ,8 nC,
BSC070N10LS5,https://www.infineon.com/part/BSC070N10LS5,https://www.infineon.com/package/PG-TDSON-8-7,active and preferred,BSC070N10LS5ATMA1,PG-TDSON-8,SuperSO8,Industrial,100 V,79 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc070n10ls5-datasheet-en.pdf,1.7 V,1.1 V,2.3 V,7 mΩ,,0.6 ,,8.5 mΩ,16 nC,
IQE006NE2LM5,https://www.infineon.com/part/IQE006NE2LM5,https://www.infineon.com/package/PG-TSON-8-4,active and preferred,IQE006NE2LM5ATMA1,PG-TSON-8,PQFN 3.3x3.3 Source-Down,Industrial,25 V,298 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe006ne2lm5-datasheet-en.pdf,,1.3 V,2 V,0.65 mΩ,61.7 nC,0.66 ,,0.8 mΩ,28.5 nC,
IQE006NE2LM5CG,https://www.infineon.com/part/IQE006NE2LM5CG,https://www.infineon.com/package/PG-TTFN-9-1,active and preferred,IQE006NE2LM5CGATMA1,PG-TTFN-9,PQFN 3.3x3.3 Source-Down,Industrial,25 V,298 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iqe006ne2lm5cg-datasheet-en.pdf,,1.2 V,2 V,0.65 mΩ,61.7 nC,0.82 ,,0.8 mΩ,28.5 nC,
BSC074N15NS5,https://www.infineon.com/part/BSC074N15NS5,https://www.infineon.com/package/PG-TSON-8-3,active and preferred,BSC074N15NS5ATMA1,PG-TSON-8,SuperSO8 FL,Industrial,150 V,114 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc074n15ns5-datasheet-en.pdf,3.8 V,3 V,4.6 V,7.4 mΩ,41 nC,1.72 ,,,,
BSC040N10NS5SC,https://www.infineon.com/part/BSC040N10NS5SC,https://www.infineon.com/package/PG-WSON-8-2,active and preferred,BSC040N10NS5SCATMA1,PG-WSON-8,SuperSO8 5x6 DSC,Industrial,100 V,140 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc040n10ns5sc-datasheet-en.pdf,3 V,2.2 V,3.8 V,4 mΩ,58 nC,1.34 ,,,,
BSC070N10NS5SC,https://www.infineon.com/part/BSC070N10NS5SC,https://www.infineon.com/package/PG-WSON-8-2,active and preferred,BSC070N10NS5SCATMA1,PG-WSON-8,SuperSO8 5x6 DSC,Industrial,100 V,82 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc070n10ns5sc-datasheet-en.pdf,3 V,2.2 V,3.8 V,7 mΩ,30 nC,0.92 ,,,,
BSC028N06NSSC,https://www.infineon.com/part/BSC028N06NSSC,https://www.infineon.com/package/PG-WSON-8-2,active and preferred,BSC028N06NSSCATMA1,PG-WSON-8,SuperSO8 5x6 DSC,Industrial,60 V,137 A,OptiMOS™,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc028n06nssc-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,2.8 mΩ,37 nC,0.85 ,,,,
BSC016N06NSSC,https://www.infineon.com/part/BSC016N06NSSC,https://www.infineon.com/package/PG-WSON-8-2,active and preferred,BSC016N06NSSCATMA1,PG-WSON-8,SuperSO8 5x6 DSC,Industrial,60 V,234 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc016n06nssc-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.6 mΩ,71 nC,1.12 ,,,,
ISC015N04NM5,https://www.infineon.com/part/ISC015N04NM5,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC015N04NM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,206 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc015n04nm5-datasheet-en.pdf,,2.2 V,3.4 V,1.5 mΩ,51 nC,0.48 ,,,,
ISC017N04NM5,https://www.infineon.com/part/ISC017N04NM5,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC017N04NM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,193 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc017n04nm5-datasheet-en.pdf,,2.2 V,3.4 V,1.7 mΩ,51 nC,0.46 ,,,,
ISC019N04NM5,https://www.infineon.com/part/ISC019N04NM5,https://www.infineon.com/package/PG-TDSON-8-36,active and preferred,ISC019N04NM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,170 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc019n04nm5-datasheet-en.pdf,,2.2 V,3.4 V,1.9 mΩ,42 nC,0.37 ,,,,
ISC028N04NM5,https://www.infineon.com/part/ISC028N04NM5,https://www.infineon.com/package/PG-TDSON-8-37,active and preferred,ISC028N04NM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,121 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc028n04nm5-datasheet-en.pdf,,2.2 V,3.4 V,2.8 mΩ,29 nC,0.36 ,,,,
ISC046N04NM5,https://www.infineon.com/part/ISC046N04NM5,https://www.infineon.com/package/PG-TDSON-8-37,active and preferred,ISC046N04NM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,77 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc046n04nm5-datasheet-en.pdf,,2.2 V,3.4 V,4.6 mΩ,16 nC,0.27 ,,,,
ISC058N04NM5,https://www.infineon.com/part/ISC058N04NM5,https://www.infineon.com/package/PG-TDSON-8-37,active and preferred,ISC058N04NM5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,63 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-isc058n04nm5-datasheet-en.pdf,,2.2 V,3.4 V,5.8 mΩ,12 nC,0.25 ,,,,
BSC014N06NSSC,https://www.infineon.com/part/BSC014N06NSSC,https://www.infineon.com/package/PG-WSON-8-2,active and preferred,BSC014N06NSSCATMA1,PG-WSON-8,SuperSO8 5x6 DSC,Industrial,60 V,261 A,OptiMOS™,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc014n06nssc-datasheet-en.pdf,2.8 V,2.1 V,3.3 V,1.4 mΩ,89 nC,1.58 ,,,,
BSC004NE2LS5,https://www.infineon.com/part/BSC004NE2LS5,https://www.infineon.com/package/PG-TDSON-8-35,active and preferred,BSC004NE2LS5ATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,25 V,479 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc004ne2ls5-datasheet-en.pdf,1.5 V,1 V,2 V,0.45 mΩ,238 nC,0.92 ,,0.85 mΩ,135 nC,
BSC005N03LS5,https://www.infineon.com/part/BSC005N03LS5,https://www.infineon.com/package/PG-TDSON-8-62,active and preferred,BSC005N03LS5ATMA1,PG-TDSON-8,,Industrial,30 V,433 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc005n03ls5-datasheet-en.pdf,1.5 V,1 V,2 V,0.55 mΩ,122 nC,0.77 ,,0.95 mΩ,59 nC,
BSC005N03LS5I,https://www.infineon.com/part/BSC005N03LS5I,https://www.infineon.com/package/PG-TDSON-8-35,active and preferred,BSC005N03LS5IATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,30 V,433 A,OptiMOS™ 5,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc005n03ls5i-datasheet-en.pdf,1.5 V,1 V,2 V,0.55 mΩ,128 nC,0.73 ,,0.95 mΩ,63 nC,
IST006N04NM6,https://www.infineon.com/part/IST006N04NM6,https://www.infineon.com/package/PG-HSOF-5-4,active and preferred,IST006N04NM6AUMA1,PG-HSOF-5,sTOLL,Industrial,40 V,475 A,OptiMOS™ 6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ist006n04nm6-datasheet-en.pdf,2.5 V,2.1 V,3.3 V,0.6 mΩ,127 nC,1.38 ,,,,
