"Part Number","Datasheet","Description","Life-cycle","Polarity","VDSS(V)","VGSS(V)","ID(A)","PD(W)","Ciss(pF)","Qg(nC)","QOSS(nC)","trr(ns)","Qrr(nC)","RDS(ON)Max(Ω)|VGS|=1.2V","RDS(ON)Max(Ω)|VGS|=1.5V","RDS(ON)Max(Ω)|VGS|=1.8V","RDS(ON)Max(Ω)|VGS|=2.5V","RDS(ON)Max(Ω)|VGS|=4V","RDS(ON)Max(Ω)|VGS|=4.5V","RDS(ON)Max(Ω)|VGS|=6V","RDS(ON)Max(Ω)|VGS|=8V","RDS(ON)Max(Ω)|VGS|=10V","RDS(ON)Max(Ω)|VGS|=18V","Number of pins","Surface mount package","Toshiba Package Name","Generation","Type","Width x Length x Height(mm)","Package Size(mm^2)","Drive voltage type"
"TPC8133","Datasheet","P-ch MOSFET, -40 V, 0.015 Ω@10V, SOP-8, U-MOSⅥ","","P-ch","-40","+20/-25","-9.0","1.9","2900","64","","","","","","","","","0.018","","","0.015","","8","Y","SOP-8","U-MOSⅥ","","4.9 x 6.0 x 1.52","29.40","Logic-Level Gate Drive"
"TPC8134","Datasheet","P-ch MOSFET, -40 V, 0.052 Ω@10V, SOP-8, U-MOSⅥ","","P-ch","-40","+20/-25","-5.0","1.9","890","20","","","","","","","","","0.066","","","0.052","","8","Y","SOP-8","U-MOSⅥ","","4.9 x 6.0 x 1.52","29.40","Logic-Level Gate Drive"
"TPCA8120","Datasheet","P-ch MOSFET, -30 V, 0.003 Ω@10V, SOP Advance, U-MOSⅥ","","P-ch","-30","+20/-25","-45","45","7420","190","","","","","","","","","0.004","","","0.003","","8","Y","SOP Advance","U-MOSⅥ","","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPCA8128","Datasheet","P-ch MOSFET, -30 V, 0.0048 Ω@10V, SOP Advance, U-MOSⅥ","","P-ch","-30","+20/-25","-34","45","4800","115","","","","","","","","","0.0067","","","0.0048","","8","Y","SOP Advance","U-MOSⅥ","","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPCA8131","Datasheet","P-ch MOSFET, -30 V, 0.017 Ω@10V, SOP Advance, U-MOSⅥ","","P-ch","-30","+20/-25","-13","27","1700","40","","","","","","","","","0.022","","","0.017","","8","Y","SOP Advance","U-MOSⅥ","","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPCC8104","Datasheet","P-ch MOSFET, -30 V, 0.0088 Ω@10V, TSON Advance, U-MOSⅥ","","P-ch","-30","+20/-25","-20","27","2260","58","","","","","","","","","0.0124","","","0.0088","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPCC8105","Datasheet","P-ch MOSFET, -30 V, 0.0078 Ω@10V, TSON Advance, U-MOSⅥ","","P-ch","-30","+20/-25","-23","30","3240","76","","","","","","","","","0.0104","","","0.0078","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPCC8131","Datasheet","P-ch MOSFET, -30 V, 0.0176 Ω@10V, TSON Advance, U-MOSⅥ","","P-ch","-30","+20/-25","-10","20","1700","40","","","","","","","","","0.023","","","0.0176","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Logic-Level Gate Drive"
"TPCC8136","Datasheet","P-ch MOSFET, -20 V, 0.016 Ω@4.5V, TSON Advance, U-MOSⅥ","","P-ch","-20","+/-12","-9.4","18","2350","36","","","","","","0.06","0.022","","0.016","","","","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Low Voltage Gate Drive"
"TPCC8137","Datasheet","P-ch MOSFET, -20 V, 0.01 Ω@4.5V, TSON Advance, U-MOSⅥ","","P-ch","-20","+/-12","-13","30","2990","43","","","","","","0.052","0.016","","0.01","","","","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Low Voltage Gate Drive"
"TPCC8138","Datasheet","P-ch MOSFET, -20 V, 0.0075 Ω@4.5V, TSON Advance, U-MOSⅥ","","P-ch","-20","+/-12","-18","39","4165","63","","","","","","0.042","0.011","","0.0075","","","","","8","Y","TSON Advance","U-MOSⅥ","","3.3 x 3.3 x 0.85","10.89","Low Voltage Gate Drive"
"TPH11003NL","Datasheet","N-ch MOSFET, 30 V, 0.011 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","32","21","510","7.5","","","","","","","","","0.016","","","0.011","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH11006NL","Datasheet","N-ch MOSFET, 60 V, 0.0114 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","60","+/-20","40","34","1500","23","","","","","","","","","0.017","","","0.0114","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1100CQ5","Datasheet","","New Product","N-ch","150","+/-20","49","180","2830","38","70","38","32","","","","","","","","0.0136","0.0111","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching / High-speed diode","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH1110ENH","Datasheet","N-ch MOSFET, 200 V, 0.114 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","200","+/-20","13","42","460","7.0","","","","","","","","","","","","0.114","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH1110FNH","Datasheet","N-ch MOSFET, 250 V, 0.112 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","250","+/-20","15","57","810","11","","","","","","","","","","","","0.112","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH12008NH","Datasheet","N-ch MOSFET, 80 V, 0.0123 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","80","+/-20","44","48","1490","22","","","","","","","","","","","","0.0123","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH14006NH","Datasheet","N-ch MOSFET, 60 V, 0.014 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","60","+/-20","34","32","1000","16","","","","","","","","","","","","0.014","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH1400ANH","Datasheet","N-ch MOSFET, 100 V, 0.0136 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","100","+/-20","42","48","1440","22","","","","","","","","","","","","0.0136","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH1400CQ5","Datasheet","","New Product","N-ch","150","+/-20","32","170","2400","31","56","36","27","","","","","","","","0.0173","0.0141","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching / High-speed diode","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH1400CQH","Datasheet","","","N-ch","150","+/-20","32","170","2400","31","56","66","107","","","","","","","","0.0173","0.0141","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH1500CNH","Datasheet","N-ch MOSFET, 150 V, 0.0154 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","150","+/-20","50","78","1700","22","","","","","","","","","","","","0.0154","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH1500CNH1","Datasheet","N-ch MOSFET, 150 V, 0.0154 Ω@10V, SOP Advance(N), U-MOSⅧ-H","","N-ch","150","+/-20","74","170","1700","22","67.4","85","192","","","","","","","","","0.0154","","8","Y","SOP Advance(N)","U-MOSⅧ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH1R005PL","Datasheet","N-ch MOSFET, 45 V, 0.00104 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","45","+/-20","280","170","7700","122","98","58","66","","","","","","0.0017","","","0.00104","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1R104PB","Datasheet","N-ch MOSFET, 40 V, 120 A, 0.00114 Ω@10V, SOP Advance(WF)","","N-ch","40","+/-20","120","132","4560","55","","","","","","","","","","0.00196","","0.00114","","8","Y","SOP Advance(WF)","U-MOSⅨ-H","","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH1R204PB","Datasheet","N-ch MOSFET, 40 V, 0.0012 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","240","132","4400","62","56","49","44","","","","","","","0.00196","","0.0012","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH1R204PL","Datasheet","N-ch MOSFET, 40 V, 0.00124 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","246","132","5500","74","56","46","46","","","","","","0.0021","","","0.00124","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1R204PL1","Datasheet","N-ch MOSFET, 40 V, 0.00124 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","40","+/-20","270","170","5500","74","56","46","46","","","","","","0.0021","","","0.00124","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPH1R306P1","Datasheet","N-ch MOSFET, 60 V, 0.00128 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","260","170","6250","91","77.5","44","39","","","","","","0.0023","","","0.00128","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1R306PL","Datasheet","N-ch MOSFET, 60 V, 0.00134 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","260","170","6250","91","77.5","47","48","","","","","","0.0023","","","0.00134","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1R306PL1","Datasheet","N-ch MOSFET, 60 V, 0.00134 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","60","+/-20","280","210","6250","91","77.5","47","48","","","","","","0.0023","","","0.00134","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPH1R403NL","Datasheet","N-ch MOSFET, 30 V, 0.0014 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","150","64","3400","46","","","","","","","","","0.0021","","","0.0014","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1R403NL1","Datasheet","N-ch MOSFET, 30 V, 0.0014 Ω@10V, SOP Advance(N), U-MOSⅧ-H","","N-ch","30","+/-20","230","142","3400","46","50","47","52","","","","","","0.0021","","","0.0014","","8","Y","SOP Advance(N)","U-MOSⅧ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPH1R405PL","Datasheet","N-ch MOSFET, 45 V, 0.0014 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","45","+/-20","232","132","4830","74","67","49","54","","","","","","0.0023","","","0.0014","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH1R712MD","Datasheet","P-ch MOSFET, -20 V, 0.0017 Ω@4.5V, SOP Advance, U-MOSⅥ","","P-ch","-20","+/-12","-60","78","10900","182","","","","","","","0.0027","","0.0017","","","","","8","Y","SOP Advance","U-MOSⅥ","","5.0 x 6.0 x 0.95","30.00","Low Voltage Gate Drive"
"TPH2010FNH","Datasheet","N-ch MOSFET, 250 V, 0.198 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","250","+/-20","10","42","460","7.0","","","","","","","","","","","","0.198","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH2900ENH","Datasheet","N-ch MOSFET, 200 V, 0.029 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","200","+/-20","36","78","1700","22","","","","","","","","","","","","0.029","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH2R003PL","Datasheet","N-ch MOSFET, 30 V, 0.002 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","180","116","4930","86","41","44","43","","","","","","0.0026","","","0.002","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH2R104PL","Datasheet","N-ch MOSFET, 40 V, 0.0021 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","180","116","4790","78","46","44","42","","","","","","0.0031","","","0.0021","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH2R306NH","Datasheet","N-ch MOSFET, 60 V, 0.0023 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","60","+/-20","130","78","4700","72","","","","","","","","","","","","0.0023","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH2R306NH1","Datasheet","N-ch MOSFET, 60 V, 0.0023 Ω@10V, SOP Advance(N), U-MOSⅧ-H","","N-ch","60","+/-20","190","170","4700","72","91","56","76","","","","","","","","","0.0023","","8","Y","SOP Advance(N)","U-MOSⅧ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH2R306PL1","Datasheet","N-ch MOSFET, 60 V, 0.0023 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","60","+/-20","190","170","4180","60","51","49","57","","","","","","0.0042","","","0.0023","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPH2R408QM","Datasheet","N-ch MOSFET, 80 V, 0.00243 Ω@10V, SOP Advance, U-MOSⅩ-H","","N-ch","80","20","120","210","5870","87","90","57","74","","","","","","","0.0035","","0.00243","","8","Y","SOP Advance","U-MOSⅩ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH2R506PL","Datasheet","N-ch MOSFET, 60 V, 0.0025 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","160","132","4180","60","51","49","57","","","","","","0.0044","","","0.0025","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH2R608NH","Datasheet","N-ch MOSFET, 75 V, 0.0026 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","75","+/-20","168","142","4600","72","","","","","","","","","","","","0.0026","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH2R805PL","Datasheet","N-ch MOSFET, 45 V, 0.0028 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","45","+/-20","150","116","3980","73","55","46","46","","","","","","0.0039","","","0.0028","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH2R903PL","Datasheet","N-ch MOSFET, 30 V, 0.0029 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","124","81","1780","26","17","28","17","","","","","","0.0041","","","0.0029","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3300CNH","Datasheet","N-ch MOSFET, 150 V, 0.033 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","150","+/-20","29","57","810","10.6","","","","","","","","","","","","0.033","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH3R003PL","Datasheet","N-ch MOSFET, 30 V, 0.003 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","134","90","2940","50","24","34","25","","","","","","0.0042","","","0.003","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3R008QM","Datasheet","","","N-ch","80","+/-20","100","180","5090","71","74","51","51","","","","","","","0.0043","","0.003","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH3R10AQM","Datasheet","","","N-ch","100","+/-20","120","210","5180","83","88","58","89","","","","","","","0.006","","0.0031","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH3R203NL","Datasheet","N-ch MOSFET, 30 V, 0.0032 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","84","44","1600","21","","","","","","","","","0.0047","","","0.0032","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3R506PL","Datasheet","N-ch MOSFET, 60 V, 0.0035 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","135","116","3400","55","39","37","36","","","","","","0.0067","","","0.0035","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3R704PC","Datasheet","N-ch MOSFET, 40 V, 0.0037 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","118","90","2780","47","28","34","26","","","","","","0.0058","","","0.0037","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3R704PL","Datasheet","N-ch MOSFET, 40 V, 0.0037 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","92","81","1910","27","20.2","28","18.2","","","","","","0.006","","","0.0037","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3R70APL","Datasheet","N-ch MOSFET, 100 V, 0.0037 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","100","+/-20","150","170","4850","67","74","53","74","","","","","","0.0062","","","0.0037","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH3R70APL1","Datasheet","N-ch MOSFET, 100 V, 0.0037 Ω@10V, SOP Advance(N), U-MOSⅨ-H","","N-ch","100","+/-20","170","210","4850","67","74","53","74","","","","","","0.0062","","","0.0037","","8","Y","SOP Advance(N)","U-MOSⅨ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","Logic-Level Gate Drive"
"TPH4R003NL","Datasheet","N-ch MOSFET, 30 V, 0.004 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","68","36","1110","14.8","","","","","","","","","0.0062","","","0.004","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH4R008NH","Datasheet","N-ch MOSFET, 80 V, 0.004 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","80","+/-20","100","78","4100","59","","","","","","","","","","","","0.004","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH4R008NH1","Datasheet","N-ch MOSFET, 80 V, 0.004 Ω@10V, SOP Advance(N), U-MOSⅧ-H","","N-ch","80","+/-20","146","170","4100","59","77","54","72","","","","","","","","","0.004","","8","Y","SOP Advance(N)","U-MOSⅧ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH4R008QM","Datasheet","N-ch MOSFET, 80 V, 0.004 Ω@10V, SOP Advance(N), U-MOSⅩ-H","","N-ch","80","20","86","170","3750","57","60","49","56","","","","","","","0.0056","","0.004","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH4R10ANL","Datasheet","N-ch MOSFET, 100 V, 0.0041 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","100","+/-20","92","67","4850","75","74","52","78","","","","","","0.0066","","","0.0041","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH4R50ANH","Datasheet","N-ch MOSFET, 100 V, 0.0045 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","100","+/-20","93","78","4000","58","","","","","","","","","","","","0.0045","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH4R50ANH1","Datasheet","N-ch MOSFET, 100 V, 0.0045 Ω@10V, SOP Advance(N), U-MOSⅧ-H","","N-ch","100","+/-20","138","170","4000","58","79","63","104","","","","","","","","","0.0045","","8","Y","SOP Advance(N)","U-MOSⅧ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH4R606NH","Datasheet","N-ch MOSFET, 60 V, 0.0046 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","60","+/-20","85","63","3050","49","","","","","","","","","","","","0.0046","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH4R803PL","Datasheet","N-ch MOSFET, 30 V, 0.0048 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","30","+/-20","90","69","1520","22","14","26","14","","","","","","0.0062","","","0.0048","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH5200FNH","Datasheet","N-ch MOSFET, 250 V, 0.052 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","250","+/-20","27","78","1700","22","","","","","","","","","","","","0.052","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH5900CNH","Datasheet","N-ch MOSFET, 150 V, 0.059 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","150","+/-20","18","42","460","7.0","","","","","","","","","","","","0.059","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH5R60APL","Datasheet","N-ch MOSFET, 100 V, 0.0056 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","100","+/-20","110","132","3300","52","46","44","55","","","","","","0.0095","","","0.0056","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH5R906NH","Datasheet","N-ch MOSFET, 60 V, 0.0059 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","60","+/-20","71","57","2340","38","","","","","","","","","","","","0.0059","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH6400ENH","Datasheet","N-ch MOSFET, 200 V, 0.064 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","200","+/-20","21","57","810","11.2","","","","","","","","","","","","0.064","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH6R003NL","Datasheet","N-ch MOSFET, 30 V, 0.006 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","57","34","1050","17","","","","","","","","","0.0083","","","0.006","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH6R004PL","Datasheet","N-ch MOSFET, 40 V, 0.006 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","87","81","2100","30","20","28","18","","","","","","0.0084","","","0.006","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH6R008QM","Datasheet","","","N-ch","80","+/-20","59","135","2500","38","40","41","43","","","","","","","0.0084","","0.006","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH6R30ANL","Datasheet","N-ch MOSFET, 100 V, 0.0063 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","100","+/-20","66","54","3300","55","46","48","61","","","","","","0.0103","","","0.0063","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH7R006PL","Datasheet","N-ch MOSFET, 60 V, 0.007 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","60","+/-20","79","81","1440","22","20","32","28","","","","","","0.0135","","","0.007","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH7R204PL","Datasheet","N-ch MOSFET, 40 V, 0.0072 Ω@10V, SOP Advance, U-MOSⅨ-H","","N-ch","40","+/-20","72","69","1570","24","16","25","15","","","","","","0.0097","","","0.0072","","8","Y","SOP Advance","U-MOSⅨ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
"TPH7R506NH","Datasheet","N-ch MOSFET, 60 V, 0.0075 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","60","+/-20","55","45","1785","31","","","","","","","","","","","","0.0075","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH8R008NH","Datasheet","N-ch MOSFET, 80 V, 0.008 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","80","+/-20","63","61","2300","35","","","","","","","","","","","","0.008","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH8R808QM","Datasheet","","","N-ch","80","+/-20","52","109","1750","26","31","37","37","","","","","","","0.0125","","0.0088","","8","Y","SOP Advance(N)","U-MOSⅩ-H","High-speed switching","4.9 x 6.1 x 1.0","29.89","10V Gate Drive"
"TPH8R80ANH","Datasheet","N-ch MOSFET, 100 V, 0.0088 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","100","+/-20","59","61","2180","33","","","","","","","","","","","","0.0088","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","10V Gate Drive"
"TPH8R903NL","Datasheet","N-ch MOSFET, 30 V, 0.0089 Ω@10V, SOP Advance, U-MOSⅧ-H","","N-ch","30","+/-20","38","24","630","9.8","","","","","","","","","0.0127","","","0.0089","","8","Y","SOP Advance","U-MOSⅧ-H","High-speed switching","5.0 x 6.0 x 0.95","30.00","Logic-Level Gate Drive"
