Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,Technology,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IPW65R080CFDA,https://www.infineon.com/part/IPW65R080CFDA,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R080CFDAFKSA1,PG-TO247-3,TO247,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,3.44 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r080cfda-ds-en.pdf,161 nC,,,
IPG20N06S4L-11,https://www.infineon.com/part/IPG20N06S4L-11,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S4L11ATMA1,PG-TDSON-8,Dual SSO8,Automotive,60 V,OptiMOS™T2,1.7 V,1.2 V,2.2 V,11.2 mΩ,41 nC,0.62 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s4l-11-datasheet-en.pdf,53 nC,,,
IPG20N06S2L-65,https://www.infineon.com/part/IPG20N06S2L-65,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S2L65ATMA1,PG-TDSON-8,Dual SSO8,Automotive,55 V,OptiMOS™,1.6 V,1.2 V,2 V,65 mΩ,9.4 nC,0.36 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s2l-65-datasheet-en.pdf,12 nC,,,
IPW60R045CPA,https://www.infineon.com/part/IPW60R045CPA,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R045CPAFKSA1,PG-TO247-3,TO247,Automotive,600 V,CoolMOS™ CPA,,2.5 V,3.5 V,,,8.56 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r045cpa-ds-en.pdf,150 nC,,,
IPW65R110CFDA,https://www.infineon.com/part/IPW65R110CFDA,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R110CFDAFKSA1,PG-TO247-3,TO247,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,2.8 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r110cfda-ds-en.pdf,118 nC,,,
IPB65R110CFDA,https://www.infineon.com/part/IPB65R110CFDA,https://www.infineon.com/package/PG-TO263-3-2,active,IPB65R110CFDAATMA1,PG-TO263-3,D2PAK,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,2.43 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r110cfda-ds-en.pdf,118 nC,,,
IPW65R150CFDA,https://www.infineon.com/part/IPW65R150CFDA,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R150CFDAFKSA1,PG-TO247-3,TO247,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,1.85 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r150cfda-ds-en.pdf,86 nC,,,
IPW60R099CPA,https://www.infineon.com/part/IPW60R099CPA,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R099CPAFKSA1,PG-TO247-3,TO247,Automotive,600 V,CoolMOS™ CPA,,2.5 V,3.5 V,,,3.59 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r099cpa-ds-en.pdf,60 nC,,,
IPG20N06S4L-26,https://www.infineon.com/part/IPG20N06S4L-26,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S4L26ATMA1,PG-TDSON-8,Dual SSO8,Automotive,60 V,OptiMOS™T2,1.7 V,1.2 V,2.2 V,26 mΩ,15 nC,0.38 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s4l-26-datasheet-en.pdf,20 nC,,,
IPB65R660CFDA,https://www.infineon.com/part/IPB65R660CFDA,https://www.infineon.com/package/PG-TO263-3-2,active,IPB65R660CFDAATMA1,PG-TO263-3,D2PAK,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,0.67 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r660cfda-ds-en.pdf,20 nC,,,
IPB65R190CFDA,https://www.infineon.com/part/IPB65R190CFDA,https://www.infineon.com/package/PG-TO263-3-2,active,IPB65R190CFDAATMA1,PG-TO263-3,D2PAK,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,1.43 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r190cfda-ds-en.pdf,68 nC,,,
IPG20N10S4L-35,https://www.infineon.com/part/IPG20N10S4L-35,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N10S4L35ATMA1,PG-TDSON-8,Dual SSO8,Automotive,100 V,OptiMOS™T2,1.6 V,1.1 V,2.1 V,35 mΩ,13.4 nC,0.45 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n10s4l-35-ds-en.pdf,17.4 nC,,,
IPG20N10S4L-22,https://www.infineon.com/part/IPG20N10S4L-22,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N10S4L22ATMA1,PG-TDSON-8,Dual SSO8,Automotive,100 V,OptiMOS™T2,1.6 V,1.1 V,2.1 V,22 mΩ,21 nC,0.58 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n10s4l-22-datasheet-en.pdf,27 nC,,,
IPP65R110CFDA,https://www.infineon.com/part/IPP65R110CFDA,https://www.infineon.com/package/PG-TO220-3-1,active,IPP65R110CFDAAKSA1,PG-TO220-3,TO220,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,2.59 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r110cfda-ds-en.pdf,118 nC,,,
IPB65R310CFDA,https://www.infineon.com/part/IPB65R310CFDA,https://www.infineon.com/package/PG-TO263-3-2,active,IPB65R310CFDAATMA1,PG-TO263-3,D2PAK,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,0.95 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx65r310cfda-ds-en.pdf,41 nC,,,
IPB60R099CPA,https://www.infineon.com/part/IPB60R099CPA,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R099CPAATMA1,PG-TO263-3,D2PAK,Automotive,600 V,CoolMOS™ CPA,,2.5 V,3.5 V,,,3.2 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r099cpa-ds-en.pdf,60 nC,,,
IPG20N06S2L-50,https://www.infineon.com/part/IPG20N06S2L-50,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S2L50ATMA1,PG-TDSON-8,Dual SSO8,Automotive,55 V,OptiMOS™,1.6 V,1.2 V,2 V,50 mΩ,13 nC,0.4 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s2l-50-datasheet-en.pdf,17 nC,,,
IPD65R420CFDA,https://www.infineon.com/part/IPD65R420CFDA,https://www.infineon.com/package/PG-TO252-3-313,active,IPD65R420CFDAATMA1,PG-TO252-3,DPAK,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,0.74 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd65r420cfda-datasheet-en.pdf,32 nC,,,
IPD80R2K7C3A,https://www.infineon.com/part/IPD80R2K7C3A,https://www.infineon.com/package/PG-TO252-3-313,active,IPD80R2K7C3AATMA1,PG-TO252-3,DPAK,Automotive,800 V,CoolMOS™ C3A,,2.1 V,3.9 V,,,0.48 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r2k7c3a-ds-en.pdf,12 nC,,,
IPB80R290C3A,https://www.infineon.com/part/IPB80R290C3A,https://www.infineon.com/package/PG-TO263-3-2,active,IPB80R290C3AATMA2,PG-TO263-3,D2PAK,Automotive,800 V,CoolMOS™ C3A,,2.1 V,3.9 V,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb80r290c3a-ds-en.pdf,88 nC,,,
AUIRF7669L2TR,https://www.infineon.com/part/AUIRF7669L2TR,https://www.infineon.com/package/MG-WDSON-11-900,active,AUIRF7669L2TR,MG-WDSON,DIRECTFET,Automotive,100 V,Gen 10.7,4 V,3 V,5 V,4.4 mΩ,81 nC,4.27 ,N,https://www.infineon.com/assets/row/public/documents/10/49/auirf7669l2.pdf,120 nC,,,
AUIRF7675M2,https://www.infineon.com/part/AUIRF7675M2,https://www.infineon.com/package/MG-WDSON-5-903,active,AUIRF7675M2TR,MG-WDSON,DIRECTFET,Automotive,150 V,Gen 10.7,4 V,3 V,5 V,56 mΩ,21 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/auirf7675m2.pdf,32 nC,,,
AUIRF7769L2,https://www.infineon.com/part/AUIRF7769L2,https://www.infineon.com/package/MG-WDSON-11-900,active,AUIRF7769L2TR,MG-WDSON,DIRECTFET,Automotive,100 V,Gen 10.7,2.7 V,2 V,4 V,3.5 mΩ,200 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/auirf7769l2.pdf,300 nC,,,
AUIRFP4110,https://www.infineon.com/part/AUIRFP4110,https://www.infineon.com/package/PG-TO247-3-901,active,AUIRFP4110,TO247,PG-TO247-3,Automotive,100 V,Gen 10.7,,2 V,4 V,4.5 mΩ,150 nC,"3.26, 3.26",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-auirfp4110-ds-en.pdf,210 nC,,,
AUIRFP4568,https://www.infineon.com/part/AUIRFP4568,https://www.infineon.com/package/PG-TO247-3-901,active,AUIRFP4568,TO247,PG-TO247-3,Automotive,150 V,Gen 10.7,,3 V,5 V,5.9 mΩ,151 nC,"5.62, 7.11",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-auirfp4568-ds-en.pdf,227 nC,,,
AUIRFS6535,https://www.infineon.com/part/AUIRFS6535,https://www.infineon.com/package/PG-TO263-3-7,active,AUIRFS6535TRL,PG-TO263-3,D2PAK,Automotive,300 V,Gen 10.7,,3 V,5 V,185 mΩ,38 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-auirfsl6535-ds-en.pdf,57 nC,,,
AUIRLR3110Z,https://www.infineon.com/part/AUIRLR3110Z,https://www.infineon.com/package/PG-TO252-3-31,active,AUIRLR3110ZTRL,PG-TO252-3,PG-TO252-3,Automotive,100 V,Trench Mosfet,,1 V,2.5 V,14 mΩ,34 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-auirlr3110z-datasheet-en.pdf,48 nC,16 mΩ,,
IPB100N12S3-05,https://www.infineon.com/part/IPB100N12S3-05,https://www.infineon.com/package/PG-TO263-3-2,active,IPB100N12S305ATMA2,PG-TO263-3,D2PAK,Automotive,120 V,OptiMOS™T,3 V,2 V,4 V,4.8 mΩ,139 nC,"1.94, 1.94",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i100n12s3-05-data-sheet-02-infineon-datasheet-en.pdf,185 nC,,,
IPD30N12S3L-31,https://www.infineon.com/part/IPD30N12S3L-31,https://www.infineon.com/package/PG-TO252-3-11,active,IPD30N12S3L31ATMA2,PG-TO252-3,DPAK,Automotive,120 V,OptiMOS™T,1.7 V,1.2 V,2.4 V,31 mΩ,24 nC,"0.37, 0.37",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n12s3l-31-datasheet-en.pdf,31 nC,,,
IPD35N12S3L-24,https://www.infineon.com/part/IPD35N12S3L-24,https://www.infineon.com/package/PG-TO252-3-11,active,IPD35N12S3L24ATMA2,PG-TO252-3,DPAK,Automotive,120 V,OptiMOS™T,1.7 V,1.2 V,2.4 V,24 mΩ,30 nC,"0.54, 0.54",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd35n12s3l-24-datasheet-en.pdf,39 nC,,,
IPD70N12S3-11,https://www.infineon.com/part/IPD70N12S3-11,https://www.infineon.com/package/PG-TO252-3-11,active,IPD70N12S311ATMA2,PG-TO252-3,DPAK,Automotive,120 V,OptiMOS™T,3 V,2 V,4 V,11.1 mΩ,51 nC,"0.74, 0.74",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd70n12s3-11-datasheet-en.pdf,65 nC,,,
IPP100N12S3-05,https://www.infineon.com/part/IPP100N12S3-05,https://www.infineon.com/package/PG-TO220-3-1,active,IPP100N12S305AKSA2,PG-TO220-3,TO220,Automotive,120 V,OptiMOS™T,3 V,2 V,4 V,4.8 mΩ,139 nC,"2.15, 2.15",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i100n12s3-05-data-sheet-02-infineon-datasheet-en.pdf,185 nC,,,
IPP70N12S3-11,https://www.infineon.com/part/IPP70N12S3-11,https://www.infineon.com/package/PG-TO220-3-1,active,IPP70N12S311AKSA2,PG-TO220-3,TO220,Automotive,120 V,OptiMOS™T,3 V,2 V,4 V,11.3 mΩ,51 nC,"1.19, 1.19",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i70n12s3-11-data-sheet-02-infineon-datasheet-en.pdf,65 nC,,,
IAUC120N04S6N009,https://www.infineon.com/part/IAUC120N04S6N009,https://www.infineon.com/package/PG-TDSON-8-43,active,IAUC120N04S6N009ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.8 V,2.2 V,3.4 V,0.9 mΩ,76 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6n009-ds-en.pdf,115 nC,,,
IAUC120N04S6L008,https://www.infineon.com/part/IAUC120N04S6L008,https://www.infineon.com/package/PG-TDSON-8-43,active,IAUC120N04S6L008ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,0.8 mΩ,88 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6l008-ds-en.pdf,140 nC,,,
IPG20N04S4L-18A,https://www.infineon.com/part/IPG20N04S4L-18A,https://www.infineon.com/package/PG-TDSON-8-10,active,IPG20N04S4L18AATMA1,PG-TDSON-8,Dual SSO8,Automotive,40 V,OptiMOS™T2,1.7 V,1.2 V,2.2 V,18 mΩ,10.5 nC,,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n04s4l-18a-datasheet-en.pdf,15 nC,26 mΩ,,
IAUC100N04S6L014,https://www.infineon.com/part/IAUC100N04S6L014,https://www.infineon.com/package/PG-TDSON-8-34,active,IAUC100N04S6L014ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,1.4 mΩ,49 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc100n04s6l014-datasheet-en.pdf,65 nC,,,
IAUC100N04S6L020,https://www.infineon.com/part/IAUC100N04S6L020,https://www.infineon.com/package/PG-TDSON-8-33,active,IAUC100N04S6L020ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,2 mΩ,34 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc100n04s6l020-datasheet-en.pdf,46 nC,,,
IAUC120N04S6L012,https://www.infineon.com/part/IAUC120N04S6L012,https://www.infineon.com/package/PG-TDSON-8-34,active,IAUC120N04S6L012ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,1.2 mΩ,60 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6l012-datasheet-en.pdf,80 nC,,,
IAUC120N04S6N013,https://www.infineon.com/part/IAUC120N04S6N013,https://www.infineon.com/package/PG-TDSON-8-34,active,IAUC120N04S6N013ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,1.3 mΩ,51 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6n013-datasheet-en.pdf,68 nC,,,
IAUC100N04S6N022,https://www.infineon.com/part/IAUC100N04S6N022,https://www.infineon.com/package/PG-TDSON-8-33,active,IAUC100N04S6N022ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,2.2 mΩ,29 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc100n04s6n022-datasheet-en.pdf,39 nC,,,
IAUC120N04S6L009,https://www.infineon.com/part/IAUC120N04S6L009,https://www.infineon.com/package/PG-TDSON-8-34,active,IAUC120N04S6L009ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,0.9 mΩ,97 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6l009-datasheet-en.pdf,128 nC,,,
IAUC120N04S6N010,https://www.infineon.com/part/IAUC120N04S6N010,https://www.infineon.com/package/PG-TDSON-8-34,active,IAUC120N04S6N010ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,1 mΩ,81 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6n010-datasheet-en.pdf,108 nC,,,
IAUC100N04S6N015,https://www.infineon.com/part/IAUC100N04S6N015,https://www.infineon.com/package/PG-TDSON-8-34,active,IAUC100N04S6N015ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,1.5 mΩ,42 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc100n04s6n015-datasheet-en.pdf,55 nC,,,
IAUC100N04S6L025,https://www.infineon.com/part/IAUC100N04S6L025,https://www.infineon.com/package/PG-TDSON-8-33,active,IAUC100N04S6L025ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,2.5 mΩ,25 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc100n04s6l025-datasheet-en.pdf,34 nC,,,
IAUC100N04S6N028,https://www.infineon.com/part/IAUC100N04S6N028,https://www.infineon.com/package/PG-TDSON-8-33,active,IAUC100N04S6N028ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,2.8 mΩ,22 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc100n04s6n028-datasheet-en.pdf,29 nC,,,
IPG20N04S4-18A,https://www.infineon.com/part/IPG20N04S4-18A,https://www.infineon.com/package/PG-TDSON-8-10,active,IPG20N04S418AATMA1,PG-TDSON-8,Dual SSO8,Automotive,40 V,OptiMOS™T2,3 V,2 V,4 V,18.4 mΩ,8.7 nC,,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n04s4-18a-datasheet-en.pdf,15 nC,,,
IPWS65R075CFD7A,https://www.infineon.com/part/IPWS65R075CFD7A,https://www.infineon.com/package/PG-TO247-3-31,active,IPWS65R075CFD7AXKSA1,PG-TO247-3,TO247 short leads,Automotive,650 V,CoolMOS™ CFD7A,4 V,3.5 V,4.5 V,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipws65r075cfd7a-datasheet-en.pdf,68 nC,,,
IAUC120N04S6N008,https://www.infineon.com/part/IAUC120N04S6N008,https://www.infineon.com/package/PG-TDSON-8-43,active,IAUC120N04S6N008ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,0.8 mΩ,83 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6n008-datasheet-en.pdf,110 nC,,,
IAUC120N04S6L005,https://www.infineon.com/part/IAUC120N04S6L005,https://www.infineon.com/package/PG-TDSON-8-53,active,IAUC120N04S6L005ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,1.6 V,1.2 V,2 V,0.55 mΩ,136 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6l005-datasheet-en.pdf,177 nC,,,
IAUC120N04S6N006,https://www.infineon.com/part/IAUC120N04S6N006,https://www.infineon.com/package/PG-TDSON-8-53,active,IAUC120N04S6N006ATMA1,PG-TDSON-8,Single SSO8,Automotive,40 V,OptiMOS™6,2.6 V,2.2 V,3 V,0.6 mΩ,116 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-iauc120n04s6n006-datasheet-en.pdf,151 nC,,,
IPW65R230CFD7A,https://www.infineon.com/part/IPW65R230CFD7A,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R230CFD7AXKSA1,PG-TO247-3,TO247,Automotive,650 V,CoolMOS™ CFD7A,4 V,3.5 V,4.5 V,,,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r230cfd7a-datasheet-en.pdf,23 nC,,,
BSC052N03LS,https://www.infineon.com/part/BSC052N03LS,https://www.infineon.com/package/PG-TDSON-8-6,active,BSC052N03LSATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,30 V,OptiMOS™,1.61 V,1.2 V,2 V,5.2 mΩ,12 nC,0.23 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc052n03ls-datasheet-en.pdf,,7.2 mΩ,5.9 nC,
BSC050N03LS G,https://www.infineon.com/part/BSC050N03LS-G,https://www.infineon.com/package/PG-TDSON-8-5,active,BSC050N03LSGATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,30 V,OptiMOS™ 3,1.69 V,1 V,2.2 V,5 mΩ,26 nC,0.23 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc050n03ls-ds-en.pdf,,7.5 mΩ,13 nC,
BSC150N03LD G,https://www.infineon.com/part/BSC150N03LD-G,https://www.infineon.com/package/PG-TDSON-8-4,active,BSC150N03LDGATMA1,PG-TDSON-8,SuperSO8 5x6,Industrial,30 V,OptiMOS™ 3,1.74 V,1 V,2.2 V,15 mΩ,10 nC,0.28 ,N+N,https://www.infineon.com/assets/row/public/documents/24/49/bsc150n03ld-rev1.4.pdf,,22 mΩ,4.8 nC,
IPB017N06N3 G,https://www.infineon.com/part/IPB017N06N3-G,https://www.infineon.com/package/PG-TO263-7-3,active,IPB017N06N3GATMA1,PG-TO263-7,D2PAK 7-pin,Industrial,60 V,OptiMOS™ 3,3 V,2 V,4 V,1.7 mΩ,206 nC,1.16 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb017n06n3-ds-v02-02-en.pdf,,,,
IPB030N08N3 G,https://www.infineon.com/part/IPB030N08N3-G,,active,IPB030N08N3GATMA1,PG-TO263-7,D2PAK 7-pin,Industrial,80 V,OptiMOS™ 3,2.8 V,2 V,3.5 V,3 mΩ,88 nC,1.17 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb030n08n3-ds-en.pdf,,,,
IPP034NE7N3 G,https://www.infineon.com/part/IPP034NE7N3-G,https://www.infineon.com/package/PG-TO220-3-1,active,IPP034NE7N3GXKSA1,PG-TO220-3,TO220,Industrial,75 V,OptiMOS™ 3,3.1 V,2.3 V,3.8 V,3.4 mΩ,88 nC,1.01 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp034ne7n3-g-ds-en.pdf,,,,
IPP114N12N3 G,https://www.infineon.com/part/IPP114N12N3-G,https://www.infineon.com/package/PG-TO220-3-1,active,IPP114N12N3GXKSA1,PG-TO220-3,TO220,Industrial,120 V,OptiMOS™ 3,3 V,2 V,4 V,11.4 mΩ,49 nC,0.73 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp114n12n3-g-ds-en.pdf,,,,
IPD110N12N3 G,https://www.infineon.com/part/IPD110N12N3-G,https://www.infineon.com/package/PG-TO252-3-313,active,IPD110N12N3GATMA1,PG-TO252-3,DPAK,Industrial,120 V,OptiMOS™ 3,3 V,2 V,4 V,11 mΩ,49 nC,0.73 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd-s110n12n3-g-ds-en.pdf,,,,
IPB107N20N3 G,https://www.infineon.com/part/IPB107N20N3-G,https://www.infineon.com/package/PG-TO263-3-2,active,IPB107N20N3GATMA1,PG-TO263-3,D2PAK,Industrial,200 V,OptiMOS™ 3,3 V,2 V,4 V,10.7 mΩ,65 nC,2.23 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp-i-110n20n3g-ipb107n20n3g-ds-en.pdf,,,,
IPP200N15N3 G,https://www.infineon.com/part/IPP200N15N3-G,https://www.infineon.com/package/PG-TO220-3-1,active,IPP200N15N3GXKSA1,PG-TO220-3,TO220,Industrial,150 V,OptiMOS™ 3,3 V,2 V,4 V,20 mΩ,23 nC,1 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd-bip-200n15n3-ds-en.pdf,,,,
IPI045N10N3 G,https://www.infineon.com/part/IPI045N10N3-G,https://www.infineon.com/package/PG-TO262-3-1,active,IPI045N10N3GXKSA1,PG-TO262-3,I2PAK,Industrial,100 V,OptiMOS™ 3,2.7 V,2 V,3.5 V,4.5 mΩ,88 nC,1.29 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipi045n10n3-g-ds-en.pdf,,,,
IPP180N10N3 G,https://www.infineon.com/part/IPP180N10N3-G,https://www.infineon.com/package/PG-TO220-3-1,active,IPP180N10N3GXKSA1,PG-TO220-3,TO220,Industrial,100 V,OptiMOS™ 3,2.7 V,2 V,3.5 V,18 mΩ,19 nC,0.44 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp180n10n3-g-ds-en.pdf,,,,
IPI029N06N,https://www.infineon.com/part/IPI029N06N,https://www.infineon.com/package/PG-TO262-3-1,active,IPI029N06NAKSA1,PG-TO262-3,I2PAK,Industrial,60 V,OptiMOS™ 5,2.8 V,2.1 V,3.3 V,2.9 mΩ,56 nC,0.69 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipi029n06n-ds-en.pdf,,,,
BSC036NE7NS3 G,https://www.infineon.com/part/BSC036NE7NS3-G,https://www.infineon.com/package/PG-TDSON-8-7,active,BSC036NE7NS3GATMA1,PG-TDSON-8,SuperSO8,Industrial,75 V,OptiMOS™ 3,3.1 V,2.3 V,3.8 V,3.6 mΩ,63.4 nC,0.95 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc036ne7ns3-g-datasheet-en.pdf,,,,
BSZ150N10LS3 G,https://www.infineon.com/part/BSZ150N10LS3-G,https://www.infineon.com/package/PG-TSDSON-8-2,active,BSZ150N10LS3GATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,100 V,OptiMOS™ 3,1.7 V,1.1 V,2.1 V,15 mΩ,26 nC,0.5 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz150n10ls3-g-datasheet-en.pdf,,20 mΩ,,
BSC010N04LS,https://www.infineon.com/part/BSC010N04LS,https://www.infineon.com/package/PG-TDSON-8-17,active,BSC010N04LSATMA1,PG-TDSON-8,SuperSO8 FL,Industrial,40 V,OptiMOS™ 5,1.48 V,1 V,2.2 V,1 mΩ,,0.74 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsc010n04ls-datasheet-en.pdf,,1.3 mΩ,49 nC,
BSZ100N03MS G,https://www.infineon.com/part/BSZ100N03MS-G,,active,BSZ100N03MSGATMA1,PG-TSDSON-8,PQFN 3x3,Industrial,30 V,OptiMOS™ 3 M-Series,1.56 V,1 V,2 V,9.1 mΩ,17 nC,0.18 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz100n03ms-g-datasheet-en.pdf,,11.4 mΩ,8.3 nC,
