Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,Technology,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IPP60R022S7,https://www.infineon.com/part/IPP60R022S7,https://www.infineon.com/package/PG-TO220-3-1,active,IPP60R022S7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ S7,4 V,3.5 V,4.5 V,22 mΩ,150 nC,4.99 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r022s7-datasheet-en.pdf,,,,
IPB60R070CFD7,https://www.infineon.com/part/IPB60R070CFD7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R070CFD7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,70 mΩ,67 nC,2.45 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r070cfd7-datasheet-en.pdf,,,,
IPB60R105CFD7,https://www.infineon.com/part/IPB60R105CFD7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R105CFD7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,105 mΩ,42 nC,1.7 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r105cfd7-datasheet-en.pdf,,,,
IPB60R040CFD7,https://www.infineon.com/part/IPB60R040CFD7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R040CFD7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,40 mΩ,108 nC,3.53 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r040cfd7-datasheet-en.pdf,,,,
IPAN60R125PFD7S,https://www.infineon.com/part/IPAN60R125PFD7S,,active,IPAN60R125PFD7SXKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,125 mΩ,,0.95 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan60r125pfd7s-datasheet-en.pdf,,,,
IPAN60R210PFD7S,https://www.infineon.com/part/IPAN60R210PFD7S,,active,IPAN60R210PFD7SXKSA1,PG-TO220-3,TO220 FullPAK narrow leads,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,210 mΩ,,0.7 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipan60r210pfd7s-datasheet-en.pdf,,,,
IPD60R210PFD7S,https://www.infineon.com/part/IPD60R210PFD7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R210PFD7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,210 mΩ,,0.62 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r210pfd7s-datasheet-en.pdf,,,,
IPD60R280PFD7S,https://www.infineon.com/part/IPD60R280PFD7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R280PFD7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,280 mΩ,,0.49 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r280pfd7s-datasheet-en.pdf,,,,
IPN60R2K0PFD7S,https://www.infineon.com/part/IPN60R2K0PFD7S,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN60R2K0PFD7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,2000 mΩ,,0.18 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r2k0pfd7s-datasheet-en.pdf,,,,
IPN60R360PFD7S,https://www.infineon.com/part/IPN60R360PFD7S,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN60R360PFD7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,360 mΩ,,0.35 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r360pfd7s-datasheet-en.pdf,,,,
IPD60R600PFD7S,https://www.infineon.com/part/IPD60R600PFD7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R600PFD7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,600 mΩ,8.5 nC,0.28 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r600pfd7s-datasheet-en.pdf,,,,
IPN60R1K0PFD7S,https://www.infineon.com/part/IPN60R1K0PFD7S,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN60R1K0PFD7SATMA1,PG-SOT223-3,SOT-223-3,Standard,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,1000 mΩ,6 nC,0.21 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn60r1k0pfd7s-datasheet-en.pdf,,,,
IPLK60R600PFD7,https://www.infineon.com/part/IPLK60R600PFD7,https://www.infineon.com/package/PG-TDSON-8-52,active,IPLK60R600PFD7ATMA1,PG-TDSON-8,Thin-PAK 5x6,Industrial,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,600 mΩ,8.5 nC,0.41 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iplk60r600pfd7-datasheet-en.pdf,,,,
IPLK60R1K0PFD7,https://www.infineon.com/part/IPLK60R1K0PFD7,https://www.infineon.com/package/PG-TDSON-8-52,active,IPLK60R1K0PFD7ATMA1,PG-TDSON-8,Thin-PAK 5x6,Industrial,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,1000 mΩ,6 nC,0.36 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iplk60r1k0pfd7-datasheet-en.pdf,,,,
IPLK60R360PFD7,https://www.infineon.com/part/IPLK60R360PFD7,https://www.infineon.com/package/PG-TDSON-8-52,active,IPLK60R360PFD7ATMA1,PG-TDSON-8,Thin-PAK 5x6,Industrial,600 V,CoolMOS™ PFD7,4 V,3.5 V,4.5 V,360 mΩ,12.7 nC,0.49 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-iplk60r360pfd7-datasheet-en.pdf,,,,
IPT60R045CFD7,https://www.infineon.com/part/IPT60R045CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R045CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,45 mΩ,79 nC,3.95 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r045cfd7-datasheet-en.pdf,,,,
IPT60R055CFD7,https://www.infineon.com/part/IPT60R055CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R055CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,55 mΩ,67 nC,2.58 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r055cfd7-datasheet-en.pdf,,,,
IPT60R105CFD7,https://www.infineon.com/part/IPT60R105CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R105CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,105 mΩ,36 nC,1.51 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r105cfd7-datasheet-en.pdf,,,,
IPT60R125CFD7,https://www.infineon.com/part/IPT60R125CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R125CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,125 mΩ,31 nC,1.34 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r125cfd7-datasheet-en.pdf,,,,
IPT60R090CFD7,https://www.infineon.com/part/IPT60R090CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R090CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,90 mΩ,42 nC,1.69 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r090cfd7-datasheet-en.pdf,,,,
IPT60R075CFD7,https://www.infineon.com/part/IPT60R075CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R075CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,75 mΩ,51 nC,2.52 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r075cfd7-datasheet-en.pdf,,,,
IPT60R035CFD7,https://www.infineon.com/part/IPT60R035CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R035CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,35 mΩ,109 nC,5 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r035cfd7-datasheet-en.pdf,,,,
IPW65R029CFD7,https://www.infineon.com/part/IPW65R029CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R029CFD7XKSA1,PG-TO247-3,TO247,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,29 mΩ,145 nC,5.88 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r029cfd7-datasheet-en.pdf,,,,
IPZA65R029CFD7,https://www.infineon.com/part/IPZA65R029CFD7,https://www.infineon.com/package/PG-TO247-4-3,active,IPZA65R029CFD7XKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,29 mΩ,145 nC,6.19 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza65r029cfd7-datasheet-en.pdf,,,,
IPW65R041CFD7,https://www.infineon.com/part/IPW65R041CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R041CFD7XKSA1,PG-TO247-3,TO247,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,41 mΩ,102 nC,4.07 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r041cfd7-datasheet-en.pdf,,,,
IPP65R041CFD7,https://www.infineon.com/part/IPP65R041CFD7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP65R041CFD7XKSA1,PG-TO220-3,TO220,Non-Automotive,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,41 mΩ,102 nC,3.52 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp65r041cfd7-datasheet-en.pdf,,,,
IPDD60R090CFD7,https://www.infineon.com/part/IPDD60R090CFD7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R090CFD7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,90 mΩ,42 nC,1.85 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r090cfd7-datasheet-en.pdf,,,,
IPDD60R045CFD7,https://www.infineon.com/part/IPDD60R045CFD7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R045CFD7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,45 mΩ,79 nC,3.75 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r045cfd7-datasheet-en.pdf,,,,
IPDD60R145CFD7,https://www.infineon.com/part/IPDD60R145CFD7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R145CFD7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,145 mΩ,28 nC,1.2 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r145cfd7-datasheet-en.pdf,,,,
IPDQ60R010S7,https://www.infineon.com/part/IPDQ60R010S7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R010S7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ S7,4 V,3.5 V,4.5 V,10 mΩ,318 nC,14 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r010s7-datasheet-en.pdf,,,,
IPB65R041CFD7,https://www.infineon.com/part/IPB65R041CFD7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB65R041CFD7ATMA1,PG-TO263-3,D2PAK,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,41 mΩ,102 nC,3.82 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r041cfd7-datasheet-en.pdf,,,,
IPZA65R018CFD7,https://www.infineon.com/part/IPZA65R018CFD7,https://www.infineon.com/package/PG-TO247-4-3,active,IPZA65R018CFD7XKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,18 mΩ,234 nC,9.31 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza65r018cfd7-datasheet-en.pdf,,,,
IPW65R018CFD7,https://www.infineon.com/part/IPW65R018CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R018CFD7XKSA1,PG-TO247-3,TO247,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,18 mΩ,234 nC,8.76 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r018cfd7-datasheet-en.pdf,,,,
IPL65R160CFD7,https://www.infineon.com/part/IPL65R160CFD7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL65R160CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,160 mΩ,28 nC,1.31 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r160cfd7-datasheet-en.pdf,,,,
IPL65R130CFD7,https://www.infineon.com/part/IPL65R130CFD7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL65R130CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,130 mΩ,36 nC,1.62 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r130cfd7-datasheet-en.pdf,,,,
IPL65R065CFD7,https://www.infineon.com/part/IPL65R065CFD7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL65R065CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,65 mΩ,68 nC,2.86 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl65r065cfd7-datasheet-en.pdf,,,,
IPDQ60R022S7,https://www.infineon.com/part/IPDQ60R022S7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R022S7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ S7,4 V,3.5 V,4.5 V,22 mΩ,150 nC,5.63 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r022s7-datasheet-en.pdf,,,,
IPDQ60R040S7,https://www.infineon.com/part/IPDQ60R040S7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R040S7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ S7,4 V,3.5 V,4.5 V,40 mΩ,83 nC,3.53 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r040s7-datasheet-en.pdf,,,,
IPDQ60R065S7,https://www.infineon.com/part/IPDQ60R065S7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R065S7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ S7,4 V,3.5 V,4.5 V,65 mΩ,51 nC,2.15 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r065s7-datasheet-en.pdf,,,,
IPP60R065S7,https://www.infineon.com/part/IPP60R065S7,https://www.infineon.com/package/PG-TO220-3-1,active,IPP60R065S7XKSA1,PG-TO220-3,TO220,Industrial,600 V,CoolMOS™ S7,4 V,3.5 V,4.5 V,65 mΩ,51 nC,1.97 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r065s7-datasheet-en.pdf,,,,
IPB95R450PFD7,https://www.infineon.com/part/IPB95R450PFD7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB95R450PFD7ATMA1,PG-TO263-3,D2PAK,Industrial,950 V,CoolMOS™ PFD7,3 V,2.5 V,3.5 V,450 mΩ,43 nC,0.95 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb95r450pfd7-datasheet-en.pdf,,,,
IPDQ60R035CFD7,https://www.infineon.com/part/IPDQ60R035CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R035CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,35 mΩ,108 nC,,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r035cfd7-datasheet-en.pdf,,,,
IPDQ60R075CFD7,https://www.infineon.com/part/IPDQ60R075CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R075CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,75 mΩ,51 nC,2.43 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r075cfd7-datasheet-en.pdf,,,,
IPDQ60R055CFD7,https://www.infineon.com/part/IPDQ60R055CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R055CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,55 mΩ,67 nC,2.89 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r055cfd7-datasheet-en.pdf,,,,
IPDQ60R045CFD7,https://www.infineon.com/part/IPDQ60R045CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R045CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,45 mΩ,79 nC,3.7 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r045cfd7-datasheet-en.pdf,,,,
IPDQ60R015CFD7,https://www.infineon.com/part/IPDQ60R015CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R015CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,15 mΩ,251 nC,10.08 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r015cfd7-datasheet-en.pdf,,,,
IPDQ60R025CFD7,https://www.infineon.com/part/IPDQ60R025CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R025CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,25 mΩ,141 nC,6.37 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r025cfd7-datasheet-en.pdf,,,,
IPDQ60R020CFD7,https://www.infineon.com/part/IPDQ60R020CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60R020CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,20 mΩ,186 nC,8.28 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60r020cfd7-datasheet-en.pdf,,,,
IPT65R040CFD7,https://www.infineon.com/part/IPT65R040CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT65R040CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,40 mΩ,,3.93 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt65r040cfd7-datasheet-en.pdf,,,,
IPT65R190CFD7,https://www.infineon.com/part/IPT65R190CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT65R190CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,650 V,CoolMOS™ CFD7,,,,190 mΩ,,1.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt65r190cfd7-datasheet-en.pdf,,,,
IPT65R080CFD7,https://www.infineon.com/part/IPT65R080CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT65R080CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,650 V,CoolMOS™ CFD7,,,,80 mΩ,,2.31 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt65r080cfd7-datasheet-en.pdf,,,,
IPT65R099CFD7,https://www.infineon.com/part/IPT65R099CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT65R099CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,650 V,CoolMOS™ CFD7,,,,99 mΩ,,1.78 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt65r099cfd7-datasheet-en.pdf,,,,
IPT65R125CFD7,https://www.infineon.com/part/IPT65R125CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT65R125CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,650 V,CoolMOS™ CFD7,,,,125 mΩ,,1.46 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt65r125cfd7-datasheet-en.pdf,,,,
IPT65R155CFD7,https://www.infineon.com/part/IPT65R155CFD7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT65R155CFD7XTMA1,PG-HSOF-8,TOLL,Industrial,650 V,CoolMOS™ CFD7,,,,155 mΩ,,1.25 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt65r155cfd7-datasheet-en.pdf,,,,
IPDQ65R080CFD7,https://www.infineon.com/part/IPDQ65R080CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ65R080CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,80 mΩ,50 nC,2.46 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq65r080cfd7-datasheet-en.pdf,,,,
IPDQ65R017CFD7,https://www.infineon.com/part/IPDQ65R017CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ65R017CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,17 mΩ,236 nC,8.78 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq65r017cfd7-datasheet-en.pdf,,,,
IPDQ65R029CFD7,https://www.infineon.com/part/IPDQ65R029CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ65R029CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,29 mΩ,139 nC,5.46 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq65r029cfd7-datasheet-en.pdf,,,,
IPDQ65R099CFD7,https://www.infineon.com/part/IPDQ65R099CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ65R099CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,99 mΩ,39 nC,2.02 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq65r099cfd7-datasheet-en.pdf,,,,
IPDQ65R125CFD7,https://www.infineon.com/part/IPDQ65R125CFD7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ65R125CFD7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,650 V,CoolMOS™ CFD7,4 V,3.5 V,4.5 V,125 mΩ,32 nC,1.68 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq65r125cfd7-datasheet-en.pdf,,,,
IPT60T022S7,https://www.infineon.com/part/IPT60T022S7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60T022S7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ S7T,,,,22 mΩ,,5.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60t022s7-datasheet-en.pdf,,,,
IPT60T065S7,https://www.infineon.com/part/IPT60T065S7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60T065S7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,CoolMOS™ S7T,,,,65 mΩ,,2.1 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60t065s7-datasheet-en.pdf,,,,
IPDQ60T022S7,https://www.infineon.com/part/IPDQ60T022S7,https://www.infineon.com/package/PG-HDSOP-22-1,active,IPDQ60T022S7XTMA1,PG-HDSOP-22,Q-DPAK,Industrial,600 V,CoolMOS™ S7T,4 V,3.5 V,4.5 V,22 mΩ,,5.9 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdq60t022s7-datasheet-en.pdf,,,,
IPG20N06S2L-35,https://www.infineon.com/part/IPG20N06S2L-35,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S2L35ATMA1,PG-TDSON-8,Dual SSO8,Automotive,55 V,OptiMOS™,1.6 V,1.2 V,2 V,35 mΩ,18 nC,0.48 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s2l-35-datasheet-en.pdf,23 nC,,,
IPG20N06S4L-14,https://www.infineon.com/part/IPG20N06S4L-14,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S4L14ATMA2,PG-TDSON-8,Dual SSO8,Automotive,60 V,OptiMOS™T2,1.7 V,1.2 V,2.2 V,13.7 mΩ,30 nC,0.49 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s4l-14-datasheet-en.pdf,39 nC,,,
IPG20N06S4-15,https://www.infineon.com/part/IPG20N06S4-15,https://www.infineon.com/package/PG-TDSON-8-4,active,IPG20N06S415ATMA2,PG-TDSON-8,Dual SSO8,Automotive,60 V,OptiMOS™T2,3 V,2 V,4 V,15.5 mΩ,22 nC,0.49 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s4-15-datasheet-en.pdf,29 nC,,,
IPW65R048CFDA,https://www.infineon.com/part/IPW65R048CFDA,https://www.infineon.com/package/PG-TO247-3-41,active,IPW65R048CFDAFKSA1,PG-TO247-3,TO247,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,4.66 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw65r048cfda-ds-en.pdf,270 nC,,,
IPD65R660CFDA,https://www.infineon.com/part/IPD65R660CFDA,https://www.infineon.com/package/PG-TO252-3-313,active,IPD65R660CFDAATMA1,PG-TO252-3,DPAK,Automotive,650 V,CoolMOS™ CFDA,,3.5 V,4.5 V,,,0.56 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd65r660cfda-ds-en.pdf,20 nC,,,
